timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z
262827640000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
262827860000000,0.6050787,-1.1753283,0.73517644,0.0,0.0,0.0,0.50526094,-0.60669523,0.33911636,0.5115001
262827880000000,0.55520344,-1.0266979,0.4408299,0.7476991,0.30466905,-0.03894266,0.51024336,-0.60361326,0.34445077,0.5066129
262827900000000,0.0,0.0,0.0,0.49098295,0.31031954,-0.117438845,0.512673,-0.6027132,0.3474176,0.503194
262827920000000,0.51136875,-0.98045516,0.20468998,0.0,0.0,0.0,1.0,0.0,0.0,0.0
262827940000000,0.8428583,-0.96694756,0.14721015,0.10170906,0.37415496,-0.19440787,1.0,0.0,0.0,0.0
262827960000000,1.1637897,-0.9985349,-0.07542194,0.03772093,0.47158796,-0.19211712,1.0,0.0,0.0,0.0
262827980000000,1.1615562,-1.1973448,-0.28486276,0.18860464,0.5844453,-0.100029185,0.51369333,-0.61037576,0.35139444,0.48998213
262828000000000,1.0262156,-1.3574374,-0.5187039,0.4549419,0.742354,0.054061573,0.5134867,-0.6132519,0.35414028,0.4846011
262828020000000,0.5064955,-1.3079517,-0.79282016,0.68386364,0.8381071,0.21380283,1.0,0.0,0.0,0.0
262828040000000,-0.09093189,-1.3385212,-1.0473797,0.8746063,0.872621,0.40286562,0.51287884,-0.6216122,0.36332688,0.4674904
262828060000000,-0.4353962,-1.4072275,-1.1639547,1.0936015,0.88300574,0.56581396,0.51070267,-0.6217285,0.37132934,0.4634125
262828080000000,-0.47019482,-1.5930045,-1.1529868,1.4480561,0.91324353,0.70096785,0.51153505,-0.6179915,0.38447717,0.4567229
262828100000000,-0.4632187,-1.7551005,-1.2513727,1.892766,0.929126,0.8428413,0.5116667,-0.6137495,0.39754096,0.4510764
262828120000000,-0.20641136,-1.7481079,-1.5437808,2.2844832,0.9130908,0.9443977,0.5157668,-0.60461915,0.41606593,0.4419382
262828140000000,0.0,0.0,0.0,2.605951,0.93584555,0.9807441,0.5197768,-0.5955059,0.4342287,0.4320304
262828160000000,1.3042536,-1.6731825,-1.8334194,2.9162707,1.0225884,0.9575313,0.52625775,-0.5844545,0.4552273,0.41741332
262828180000000,1.6090517,-1.7098508,-1.7006016,3.235448,1.081995,0.91721416,0.53328454,-0.5704454,0.4766988,0.40368056
262828200000000,1.3603458,-1.749228,-1.5262097,3.4910948,1.0453432,0.8770498,0.5424035,-0.5543035,0.5001104,0.38527334
262828220000000,0.82505417,-1.4735386,-1.3655139,3.6163223,0.90010995,0.8561276,0.548899,-0.54918593,0.51983386,0.3561984
262828240000000,0.66619015,-1.3779397,-1.5550185,3.6131153,0.73761976,0.84864455,0.5589483,-0.5323386,0.5413948,0.3332927
262828260000000,0.66547966,-1.4588366,-1.8052324,3.5462255,0.6058256,0.8492554,0.56901646,-0.5135791,0.56028086,0.31391442
262828280000000,0.36123276,-1.5971315,-2.0780172,3.4729216,0.45051312,0.8575021,0.580656,-0.4905049,0.57872915,0.29549313
262828300000000,0.008807182,-1.6031022,-2.2542582,3.412904,0.2967278,0.86834496,0.5914618,-0.4678238,0.59441394,0.27925977
262828320000000,-0.27168941,-1.6700845,-2.3049598,3.420998,0.17745635,0.86330533,0.6028651,-0.44310373,0.6092762,0.26266965
262828340000000,-0.60399246,-1.9758153,-2.1951077,3.5848627,0.051465396,0.87888235,0.61425847,-0.4175845,0.62264836,0.24620879
262828360000000,-0.78040314,-2.4380865,-2.104709,3.8412733,-0.053603426,0.9007208,0.626334,-0.3900391,0.63494736,0.22894782
262828380000000,-0.7741642,-2.6356583,-2.1792855,4.0935607,-0.14645495,0.90087354,0.63911855,-0.35993606,0.6463372,0.21028984
262828400000000,-0.7128706,-2.702353,-2.3698678,4.2514696,-0.257327,0.89369583,0.65238476,-0.32731876,0.6566688,0.18984897
262828420000000,-0.5452175,-2.5962074,-2.6250188,4.2342124,-0.36651915,0.8680395,0.66571754,-0.2929263,0.6653398,0.16833714
262828440000000,-0.118242264,-2.3877385,-2.7596087,4.032627,-0.46273044,0.79717916,0.67846704,-0.25817683,0.6719076,0.14685842
262828460000000,0.3153906,-2.3047159,-2.8596418,3.741397,-0.5305365,0.70738196,0.6900347,-0.22508703,0.6761979,0.12627171
262828480000000,0.5822172,-2.1969025,-2.9535449,3.4341316,-0.62109727,0.6097962,0.69925815,-0.19584098,0.67924947,0.106322974
262828500000000,0.9929676,-1.826248,-2.7068048,3.150385,-0.6085745,0.516792,0.69349885,-0.18746005,0.6909116,0.080988936
262828520000000,0.9096832,-1.8334755,-3.1384058,3.0027082,-0.47571132,0.5056437,0.6971257,-0.16825548,0.69415563,0.06207966
262828540000000,-0.5222597,-2.2203035,-3.6099925,3.1161764,-0.64950246,0.6638578,0.7046447,-0.14381853,0.69333154,0.045644917
262828560000000,-0.07238293,-2.4900646,-3.237681,3.253621,-0.8883508,0.72509706,0.7127726,-0.11705041,0.69092196,0.029685803
262828580000000,3.061502,-2.5235255,-3.004345,3.3293684,-0.5184719,0.5019785,0.72229487,-0.08839087,0.6857805,0.013500282
262828600000000,3.6654825,-2.9047678,-3.583199,0.0,0.0,0.0,0.7283092,-0.060924053,0.682515,-0.005219036
262828620000000,-0.13716221,-3.3400674,-4.3197803,0.0,0.0,0.0,0.72906184,-0.034046557,0.68302643,-0.028011037
