accel_x,accel_y,accel_z,gesture,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z,sample,sensor,stance,timestamp
-4.2827,4.0349784,-2.3544912,jump,,,,,,,,15,linear_acceleration,neutral,0.0011630058288574219
,,,jump,,,,0.11627538,-0.14294802,-0.48326528,0.8558625,15,rotation_vector,neutral,0.0025436878204345703
,,,jump,-1.1556044,1.1878275,4.1218133,,,,,15,gyroscope,neutral,0.004919767379760742
,,,jump,,,,0.044129703,-0.23797649,-0.47305933,0.84713304,15,rotation_vector,neutral,0.007943868637084961
,,,jump,,,,0.0104253935,0.2954488,0.46438006,-0.83483684,15,rotation_vector,neutral,0.011382818222045898
-3.7228398,3.04773,-1.7187934,jump,,,,,,,,15,linear_acceleration,neutral,0.013159751892089844
,,,jump,-1.2771665,1.1667526,5.347667,,,,,15,gyroscope,neutral,0.014653921127319336
-4.2254467,2.8117285,-1.593045,jump,,,,,,,,15,linear_acceleration,neutral,0.016171693801879883
,,,jump,-1.1872166,1.1717923,4.9196033,,,,,15,gyroscope,neutral,0.017519712448120117
,,,jump,-2.2777638,1.0983357,6.108347,,,,,15,gyroscope,neutral,0.01890873908996582
,,,jump,,,,0.055649072,0.3307038,0.45871997,-0.8228695,15,rotation_vector,neutral,0.021242856979370117
,,,jump,,,,0.105409354,0.3659969,0.45430958,-0.8053186,15,rotation_vector,neutral,0.023654937744140625
-5.8075957,3.2601285,-2.8420126,jump,,,,,,,,15,linear_acceleration,neutral,0.02522873878479004
-4.2146826,3.4264026,-2.3949552,jump,,,,,,,,15,linear_acceleration,neutral,0.026866912841796875
,,,jump,-1.587486,1.1898128,5.747631,,,,,15,gyroscope,neutral,0.029345035552978516
,,,jump,-3.3426547,0.9222538,6.419277,,,,,15,gyroscope,neutral,0.030984878540039062
-8.454388,2.2978804,-3.4546757,jump,,,,,,,,15,linear_acceleration,neutral,0.03178977966308594
,,,jump,,,,0.2244536,0.42688963,0.45971543,-0.74568605,15,rotation_vector,neutral,0.03402376174926758
,,,jump,,,,0.16143447,0.39889807,0.4536225,-0.78041404,15,rotation_vector,neutral,0.03651094436645508
,,,jump,-5.0083313,0.6750061,6.48968,,,,,15,gyroscope,neutral,0.03874468803405762
,,,jump,-7.1940074,-0.031306844,6.1248403,,,,,15,gyroscope,neutral,0.040170907974243164
-12.498278,-1.1649075,-6.278739,jump,,,,,,,,15,linear_acceleration,neutral,0.20085883140563965
,,,jump,,,,0.53277385,0.37648925,0.5584826,-0.51235265,15,rotation_vector,neutral,0.20206379890441895
,,,jump,-8.932988,-1.1791227,5.4929004,,,,,15,gyroscope,neutral,0.2020716667175293
-5.3363943,-6.6275463,-2.0493064,jump,,,,,,,,15,linear_acceleration,neutral,0.20207786560058594
,,,jump,,,,0.2977829,0.44174436,0.4787273,-0.69785917,15,rotation_vector,neutral,0.2024998664855957
-12.547099,-3.742776,-6.8446264,jump,,,,,,,,15,linear_acceleration,neutral,0.2050917148590088
,,,jump,,,,0.37669796,0.43796438,0.5068527,-0.6398329,15,rotation_vector,neutral,0.2078547477722168
,,,jump,-8.528442,-2.3889413,3.9808562,,,,,15,gyroscope,neutral,0.21062779426574707
,,,jump,,,,0.46022055,0.41130674,0.5372485,-0.5747938,15,rotation_vector,neutral,0.21231675148010254
-10.46713,-6.3543243,-6.467007,jump,,,,,,,,15,linear_acceleration,neutral,0.213972806930542
-7.788539,-7.880546,-5.0590525,jump,,,,,,,,15,linear_acceleration,neutral,0.21551990509033203
,,,jump,-9.419695,-2.05266,4.7606254,,,,,15,gyroscope,neutral,0.21663379669189453
,,,jump,,,,0.59052736,0.3421411,0.5694337,-0.45821652,15,rotation_vector,neutral,0.21814489364624023
-5.881406,-8.043914,-3.2969103,jump,,,,,,,,15,linear_acceleration,neutral,0.21911287307739258
,,,jump,-4.2096252,-1.8597792,2.7221682,,,,,15,gyroscope,neutral,0.221235990524292
,,,jump,,,,0.63157904,0.31785417,0.57081497,-0.41742918,15,rotation_vector,neutral,0.2227919101715088
-5.572895,-7.5674233,-1.9081422,jump,,,,,,,,15,linear_acceleration,neutral,0.22491860389709473
,,,jump,-6.5457263,-2.1901047,3.2400293,,,,,15,gyroscope,neutral,0.22589683532714844
,,,jump,-2.1911736,-1.765706,2.5259278,,,,,15,gyroscope,neutral,0.22670578956604004
,,,jump,,,,0.6609329,0.306009,0.5636401,-0.38966137,15,rotation_vector,neutral,0.227799654006958
,,,jump,,,,0.6834582,0.3049986,0.5493226,-0.37162533,15,rotation_vector,neutral,0.6939337253570557
,,,jump,-0.64461553,-1.6059648,2.4344506,,,,,15,gyroscope,neutral,0.6993186473846436
,,,jump,0.23564127,0.043218717,-0.2012801,,,,,15,gyroscope,neutral,0.6993527412414551
-3.6168785,-6.057338,-3.5494382,jump,,,,,,,,15,linear_acceleration,neutral,0.6993677616119385
-1.6069813,-6.7278,-4.2898064,jump,,,,,,,,15,linear_acceleration,neutral,0.7012736797332764
-0.45385456,-7.844544,-4.199961,jump,,,,,,,,15,linear_acceleration,neutral,0.7038006782531738
,,,jump,,,,0.7070653,0.3295053,0.5148909,-0.35548896,15,rotation_vector,neutral,0.7061886787414551
,,,jump,1.7347046,-0.7626653,1.9650007,,,,,15,gyroscope,neutral,0.7088766098022461
,,,jump,,,,0.69910604,0.31320685,0.532219,-0.3604099,15,rotation_vector,neutral,0.7108678817749023
,,,jump,0.6030767,-1.1710287,2.2235496,,,,,15,gyroscope,neutral,0.7132759094238281
0.28226852,-8.33572,-4.2725906,jump,,,,,,,,15,linear_acceleration,neutral,0.7158899307250977
,,,jump,,,,0.703399,0.37807557,0.4815485,-0.36110905,15,rotation_vector,neutral,0.7170460224151611
