accel_x,accel_y,accel_z,gesture,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z,sample,sensor,stance,timestamp
,,,noise,,,,0.01443568,-0.31153068,0.73572785,-0.60120285,21,rotation_vector,neutral,0.04828071594238281
,,,noise,1.6618589,0.31612277,0.12308934,,,,,21,gyroscope,neutral,0.04829287528991699
,,,noise,,,,0.020635918,-0.30165026,0.7121129,-0.63362175,21,rotation_vector,neutral,0.048300981521606445
-0.19831824,-0.012359619,0.28986335,noise,,,,,,,,21,linear_acceleration,neutral,0.04830598831176758
,,,noise,1.2545645,0.35628715,0.10354166,,,,,21,gyroscope,neutral,0.04831290245056152
,,,noise,1.4501941,0.3819435,0.10629055,,,,,21,gyroscope,neutral,0.05158495903015137
0.22835636,-0.5335407,-0.1965158,noise,,,,,,,,21,linear_acceleration,neutral,0.05474376678466797
,,,noise,,,,0.018171094,-0.30518255,0.7211555,-0.6216656,21,rotation_vector,neutral,0.05754494667053223
,,,noise,,,,0.015930194,-0.3084496,0.72942454,-0.6103647,21,rotation_vector,neutral,0.05936479568481445
0.103254795,-0.19256115,-0.14737558,noise,,,,,,,,21,linear_acceleration,neutral,0.06219077110290527
,,,noise,,,,0.023717778,-0.2982544,0.70237154,-0.64587617,21,rotation_vector,neutral,0.06370377540588379
,,,noise,1.5329664,0.36926803,0.11362094,,,,,21,gyroscope,neutral,0.06490802764892578
-0.06233239,0.0089559555,0.06073904,noise,,,,,,,,21,linear_acceleration,neutral,0.06675410270690918
,,,noise,1.397507,0.15424347,0.07498371,,,,,21,gyroscope,neutral,0.5434188842773438
,,,noise,,,,0.03168284,-0.2931021,0.68143576,-0.6698752,21,rotation_vector,neutral,0.5438117980957031
,,,noise,1.6759088,0.21670444,0.096516706,,,,,21,gyroscope,neutral,0.5441889762878418
-0.34845757,0.9490156,-0.2813965,noise,,,,,,,,21,linear_acceleration,neutral,0.5441977977752686
-0.19320202,0.068312645,0.282385,noise,,,,,,,,21,linear_acceleration,neutral,0.5517408847808838
,,,noise,-0.4831944,-0.09162979,0.11942416,,,,,21,gyroscope,neutral,0.5590300559997559
-0.14668775,0.2557516,-0.1532113,noise,,,,,,,,21,linear_acceleration,neutral,0.5590457916259766
-0.2488625,0.8394165,-0.2007854,noise,,,,,,,,21,linear_acceleration,neutral,0.5590510368347168
,,,noise,-0.5720753,-0.10705414,0.100334615,,,,,21,gyroscope,neutral,0.5590567588806152
-0.18351126,0.63230896,-0.09395975,noise,,,,,,,,21,linear_acceleration,neutral,0.5590610504150391
,,,noise,,,,0.0404386,-0.2890596,0.68881875,-0.66357976,21,rotation_vector,neutral,0.5590648651123047
0.05210495,-0.6683426,-0.13028133,noise,,,,,,,,21,linear_acceleration,neutral,0.5590689182281494
,,,noise,0.99464136,0.09636399,0.11285736,,,,,21,gyroscope,neutral,0.5590729713439941
,,,noise,,,,0.04537764,-0.28638306,0.6803356,-0.67310417,21,rotation_vector,neutral,0.5590767860412598
0.026561022,-0.8863964,-0.22831565,noise,,,,,,,,21,linear_acceleration,neutral,0.5590808391571045
,,,noise,1.5540411,0.16661349,0.11575896,,,,,21,gyroscope,neutral,0.5590839385986328
,,,noise,,,,0.027674694,-0.2952207,0.69165707,-0.658551,21,rotation_vector,neutral,0.5590877532958984
,,,noise,,,,0.034667667,-0.29135674,0.67392856,-0.67803377,21,rotation_vector,neutral,0.5604369640350342
,,,noise,,,,0.036907583,-0.29007137,0.669793,-0.6825495,21,rotation_vector,neutral,0.5627069473266602
-0.41037273,1.0261688,-0.29989684,noise,,,,,,,,21,linear_acceleration,neutral,0.5655088424682617
,,,noise,0.45937067,0.009468411,0.12095132,,,,,21,gyroscope,neutral,0.5676188468933105
,,,noise,0.93202764,0.099571034,0.08506299,,,,,21,gyroscope,neutral,0.569495677947998
-0.0417521,-0.46733284,-0.14990234,noise,,,,,,,,21,linear_acceleration,neutral,0.5695009231567383
,,,noise,,,,0.03969439,-0.28857657,0.67351896,-0.67935276,21,rotation_vector,neutral,0.5724480152130127
,,,noise,,,,0.03953389,-0.28874695,0.67759013,-0.6752288,21,rotation_vector,neutral,0.575861930847168
,,,noise,0.044593163,-0.040927973,0.14782938,,,,,21,gyroscope,neutral,0.5792877674102783
,,,noise,,,,0.038669396,-0.28930435,0.6687761,-0.6837736,21,rotation_vector,neutral,0.5811679363250732
,,,noise,-0.28130344,-0.06383542,0.13545936,,,,,21,gyroscope,neutral,0.5826570987701416
,,,noise,,,,0.039566837,-0.28871486,0.6703104,-0.68246776,21,rotation_vector,neutral,0.5840740203857422
-0.2262814,0.55626965,-0.17300993,noise,,,,,,,,21,linear_acceleration,neutral,0.5859959125518799
