accel_x,accel_y,accel_z,gesture,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z,sample,sensor,stance,timestamp
,,,jump,-0.23609942,-0.1301143,-0.3100141,,,,,1,gyroscope,neutral,0.00010180473327636719
,,,jump,0.61407226,0.21242839,-0.34162638,,,,,1,gyroscope,neutral,0.0015099048614501953
,,,jump,,,,0.7447698,0.024997484,0.6585155,-0.1051213,1,rotation_vector,neutral,0.0030510425567626953
2.3808432,-1.7186327,0.8246825,jump,,,,,,,,1,linear_acceleration,neutral,0.004644155502319336
,,,jump,,,,0.7424042,0.028652456,0.6597046,-0.113159,1,rotation_vector,neutral,0.005992889404296875
2.6288576,-2.1612148,0.96282077,jump,,,,,,,,1,linear_acceleration,neutral,0.008296012878417969
,,,jump,0.17333302,0.07040222,-0.32284227,,,,,1,gyroscope,neutral,0.00970911979675293
,,,jump,,,,0.73869264,0.03610537,0.6613175,-0.12525491,1,rotation_vector,neutral,0.01196908950805664
2.4394646,-2.5332026,0.8098899,jump,,,,,,,,1,linear_acceleration,neutral,0.01388096809387207
1.7766542,-2.774109,1.53889,jump,,,,,,,,1,linear_acceleration,neutral,0.015986919403076172
,,,jump,,,,0.7342982,0.04601442,0.6617439,-0.14416601,1,rotation_vector,neutral,0.017910003662109375
,,,jump,1.1059716,0.3575089,-0.4092797,,,,,1,gyroscope,neutral,0.01984095573425293
,,,jump,,,,0.72937393,0.059717204,0.6606429,-0.16732743,1,rotation_vector,neutral,0.021284818649291992
-0.05592251,-3.3702397,2.105113,jump,,,,,,,,1,linear_acceleration,neutral,0.022741079330444336
0.82160664,-3.4542637,2.102168,jump,,,,,,,,1,linear_acceleration,neutral,0.024965763092041016
,,,jump,2.378404,0.44012842,-0.68584895,,,,,1,gyroscope,neutral,0.02695488929748535
,,,jump,2.801886,0.29352075,-0.9068295,,,,,1,gyroscope,neutral,0.029037952423095703
,,,jump,3.0224085,0.065973446,-1.0381655,,,,,1,gyroscope,neutral,0.031143903732299805
,,,jump,,,,0.719792,0.08928866,0.65193,-0.2211657,1,rotation_vector,neutral,0.03358101844787598
,,,jump,,,,0.7165233,0.09944311,0.6449167,-0.24655187,1,rotation_vector,neutral,0.03513073921203613
-0.99046326,-1.465197,0.5452131,jump,,,,,,,,1,linear_acceleration,neutral,0.03697800636291504
-0.6270714,-2.5699673,1.3844736,jump,,,,,,,,1,linear_acceleration,neutral,0.038726806640625
,,,jump,0.890947,-0.7870999,-1.4445436,,,,,1,gyroscope,neutral,0.041296958923339844
,,,jump,,,,0.71543956,0.10092495,0.6376595,-0.26711565,1,rotation_vector,neutral,0.04288315773010254
,,,jump,,,,0.7164781,0.09147476,0.63185436,-0.2811611,1,rotation_vector,neutral,0.04525899887084961
,,,jump,,,,0.71891797,0.07089293,0.6283559,-0.2886175,1,rotation_vector,neutral,0.04705095291137695
,,,jump,,,,0.7211881,0.041070707,0.62738186,-0.29084864,1,rotation_vector,neutral,0.04903817176818848
-1.8517637,0.6653538,-1.5643587,jump,,,,,,,,1,linear_acceleration,neutral,0.05093979835510254
,,,jump,,,,0.72173876,0.0052885492,0.6287425,-0.28939256,1,rotation_vector,neutral,0.05316781997680664
,,,jump,,,,0.7201364,-0.033272445,0.6314111,-0.28568628,1,rotation_vector,neutral,0.054997920989990234
,,,jump,-2.4598017,-1.0366384,-2.0783162,,,,,1,gyroscope,neutral,0.05780792236328125
-2.11304,0.9978392,-1.456448,jump,,,,,,,,1,linear_acceleration,neutral,0.06072187423706055
,,,jump,-2.9701796,-0.8927795,-2.198046,,,,,1,gyroscope,neutral,0.06281590461730957
,,,jump,,,,0.6884208,-0.19163045,0.6690287,-0.20434085,1,rotation_vector,neutral,0.06717109680175781
,,,jump,,,,0.71679693,-0.07208764,0.6342213,-0.2806581,1,rotation_vector,neutral,0.06718277931213379
-1.9985046,1.3395147,-1.241482,jump,,,,,,,,1,linear_acceleration,neutral,0.07076501846313477
,,,jump,,,,0.69156104,-0.19675903,0.67212796,-0.17684262,1,rotation_vector,neutral,0.07078194618225098
-0.8397312,2.687325,-1.1771662,jump,,,,,,,,1,linear_acceleration,neutral,0.07078695297241211
,,,jump,-1.0245737,-0.6021604,0.24846944,,,,,1,gyroscope,neutral,0.07079076766967773
,,,jump,,,,0.69466126,-0.19884555,0.67141277,-0.16465408,1,rotation_vector,neutral,0.07079601287841797
-1.6656847,1.6835995,-1.1508164,jump,,,,,,,,1,linear_acceleration,neutral,0.0707998275756836
0.053990364,1.7102137,-0.4268903,jump,,,,,,,,1,linear_acceleration,neutral,0.07328486442565918
,,,jump,-0.9466884,-0.58062744,0.55863625,,,,,1,gyroscope,neutral,0.0732889175415039
,,,jump,,,,0.7054539,-0.18877935,0.6719871,-0.12300632,1,rotation_vector,neutral,0.07329416275024414
,,,jump,-3.1485522,-0.67271537,-2.1397083,,,,,1,gyroscope,neutral,0.07436275482177734
,,,jump,-3.1893275,-0.7611381,-2.2094996,,,,,1,gyroscope,neutral,0.07549595832824707
,,,jump,,,,0.7121655,-0.108504385,0.6367172,-0.27502415,1,rotation_vector,neutral,0.07720398902893066
,,,jump,-2.5190556,-0.4885395,-1.8434386,,,,,1,gyroscope,neutral,0.07871103286743164
,,,jump,,,,0.70533526,-0.13153349,0.64633226,-0.2597224,1,rotation_vector,neutral,0.08045387268066406
-0.87895393,2.2718072,-1.2143228,jump,,,,,,,,1,linear_acceleration,neutral,0.08306503295898438
,,,jump,,,,0.69879526,-0.15093383,0.6546603,-0.24560945,1,rotation_vector,neutral,0.08608579635620117
-1.2288418,1.9482994,-1.1495093,jump,,,,,,,,1,linear_acceleration,neutral,0.08905506134033203
,,,jump,-2.8893926,-0.5768095,-2.0098994,,,,,1,gyroscope,neutral,0.09197592735290527
,,,jump,,,,0.69439286,-0.17111042,0.65718096,-0.23801897,1,rotation_vector,neutral,0.09438204765319824
,,,jump,-1.6840028,-0.37873647,-1.3238977,,,,,1,gyroscope,neutral,0.09587788581848145
,,,jump,-2.1132884,-0.44089198,-1.6119207,,,,,1,gyroscope,neutral,0.09805488586425781
,,,jump,,,,0.69006205,-0.17665304,0.66622436,-0.22080109,1,rotation_vector,neutral,0.09958600997924805
,,,jump,,,,0.6887542,-0.18836802,0.6657656,-0.21654427,1,rotation_vector,neutral,0.10074281692504883
-1.7316589,2.7138803,-1.2917881,jump,,,,,,,,1,linear_acceleration,neutral,0.10282182693481445
-1.4542551,2.8850245,-1.3758061,jump,,,,,,,,1,linear_acceleration,neutral,0.10553979873657227
,,,jump,-0.9779953,-0.44974953,-0.49266282,,,,,1,gyroscope,neutral,0.1072089672088623
,,,jump,-1.2139419,-0.3436117,-0.93447113,,,,,1,gyroscope,neutral,0.10844182968139648
,,,jump,,,,0.68899477,-0.19212218,0.6729798,-0.18834417,1,rotation_vector,neutral,0.1100008487701416
-0.43169785,2.4062328,-0.9137402,jump,,,,,,,,1,linear_acceleration,neutral,0.11253881454467773
,,,jump,-0.9941832,-0.5708536,-0.09941832,,,,,1,gyroscope,neutral,0.11495184898376465
,,,jump,-0.7817548,-0.52580225,0.8538369,,,,,1,gyroscope,neutral,0.1172490119934082
-0.20165348,2.061172,-0.7174574,jump,,,,,,,,1,linear_acceleration,neutral,0.11968088150024414
,,,jump,,,,0.6981379,-0.19798093,0.67106426,-0.15192048,1,rotation_vector,neutral,0.12165093421936035
,,,jump,-0.5739079,-0.43111816,1.4176655,,,,,1,gyroscope,neutral,0.12421607971191406
,,,jump,,,,0.7019091,-0.19446151,0.67112947,-0.13817959,1,rotation_vector,neutral,0.12639474868774414
,,,jump,-0.64553183,-0.48747048,1.1375839,,,,,1,gyroscope,neutral,0.12932610511779785
0.5077591,1.27949,-0.18180244,jump,,,,,,,,1,linear_acceleration,neutral,0.13251876831054688
0.96759987,0.82660985,-0.14533445,jump,,,,,,,,1,linear_acceleration,neutral,0.13425087928771973
,,,jump,-0.68523806,-0.28160888,1.7876972,,,,,1,gyroscope,neutral,0.1886599063873291
,,,jump,,,,0.7106339,-0.17508058,0.67577523,-0.087602206,1,rotation_vector,neutral,0.19141101837158203
1.0106773,0.38819242,-0.2787348,jump,,,,,,,,1,linear_acceleration,neutral,0.19576597213745117
,,,jump,-1.1826351,-0.38728857,2.1881194,,,,,1,gyroscope,neutral,0.19577980041503906
-0.96586704,-2.9811275,-1.3800187,jump,,,,,,,,1,linear_acceleration,neutral,0.19579792022705078
,,,jump,,,,0.71545047,-0.15634058,0.6807884,-0.014681995,1,rotation_vector,neutral,0.19581198692321777
0.78221416,-0.07167959,-0.48180252,jump,,,,,,,,1,linear_acceleration,neutral,0.1958179473876953
,,,jump,,,,0.7082912,-0.181989,0.6737128,-0.1063708,1,rotation_vector,neutral,0.1992189884185791
,,,jump,-0.57787853,-0.33383787,1.6287194,,,,,1,gyroscope,neutral,0.2009730339050293
0.17167377,-1.5208364,-0.74008673,jump,,,,,,,,1,linear_acceleration,neutral,0.20244097709655762
