accel_x,accel_y,accel_z,gesture,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z,sample,sensor,stance,timestamp
0.631444,-1.7216372,1.5638065,punch,,,,,,,,39,linear_acceleration,combat,0.0021026134490966797
,,,punch,0.46288314,-0.10980303,-2.2719605,,,,,39,gyroscope,combat,0.0053098201751708984
,,,punch,,,,0.52800983,-0.17298274,0.445388,-0.70207703,39,rotation_vector,combat,0.010916709899902344
,,,punch,,,,0.5434578,-0.16382831,0.45230517,-0.68792003,39,rotation_vector,combat,0.013152599334716797
0.19738579,-0.82500696,0.8963895,punch,,,,,,,,39,linear_acceleration,combat,0.014797687530517578
,,,punch,0.5561928,-0.1385137,-2.1459696,,,,,39,gyroscope,combat,0.01631474494934082
,,,punch,,,,0.510875,-0.18321595,0.43959263,-0.7156794,39,rotation_vector,combat,0.018842697143554688
-0.26648295,-0.7350702,0.76392746,punch,,,,,,,,39,linear_acceleration,combat,0.022902727127075195
,,,punch,,,,0.49259332,-0.19478962,0.4345061,-0.7284322,39,rotation_vector,combat,0.025311946868896484
,,,punch,0.08750644,-0.043676864,-2.5250115,,,,,39,gyroscope,combat,0.027890920639038086
,,,punch,0.28771752,-0.044135015,-2.421317,,,,,39,gyroscope,combat,0.029623746871948242
,,,punch,-0.16218472,-0.025961773,-2.573728,,,,,39,gyroscope,combat,0.03195071220397949
,,,punch,,,,0.4737487,-0.20659623,0.42979237,-0.7403775,39,rotation_vector,combat,0.03347277641296387
-0.5724044,0.014584541,0.17942286,punch,,,,,,,,39,linear_acceleration,combat,0.03581380844116211
,,,punch,,,,0.4536678,-0.21918207,0.42652836,-0.7511448,39,rotation_vector,combat,0.037854909896850586
-0.5583114,-0.40000534,-0.27821875,punch,,,,,,,,39,linear_acceleration,combat,0.039853811264038086
-0.62642974,-0.8007698,0.4404354,punch,,,,,,,,39,linear_acceleration,combat,0.04153084754943848
-0.6179048,-0.60842514,0.11521244,punch,,,,,,,,39,linear_acceleration,combat,0.04433274269104004
,,,punch,,,,0.43174133,-0.23201853,0.42447466,-0.7613069,39,rotation_vector,combat,0.047281742095947266
,,,punch,-0.41630468,0.04062254,-2.6623034,,,,,39,gyroscope,combat,0.04976987838745117
