accel_x,accel_y,accel_z,gesture,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z,sample,sensor,stance,timestamp
,,,punch,,,,0.18522945,-0.48434815,0.18734626,-0.8342651,33,rotation_vector,combat,0.0016460418701171875
-1.4685149,1.6379802,-2.214265,punch,,,,,,,,33,linear_acceleration,combat,0.003013134002685547
,,,punch,,,,0.18744163,-0.48550305,0.17969508,-0.8347828,33,rotation_vector,combat,0.004487037658691406
-1.366066,1.7837057,-2.276833,punch,,,,,,,,33,linear_acceleration,combat,0.010696887969970703
,,,punch,0.6356053,-0.40607268,0.01160644,,,,,33,gyroscope,combat,0.012495994567871094
,,,punch,,,,0.19476798,-0.49004707,0.16811061,-0.8328615,33,rotation_vector,combat,0.01382899284362793
-0.8818593,2.0225277,-2.5082307,punch,,,,,,,,33,linear_acceleration,combat,0.030033111572265625
-0.0259614,2.1072133,-3.137688,punch,,,,,,,,33,linear_acceleration,combat,0.03205704689025879
,,,punch,,,,0.1910883,-0.48713964,0.172617,-0.83449596,33,rotation_vector,combat,0.03372597694396973
,,,punch,0.75426584,-0.28680122,-0.14508049,,,,,33,gyroscope,combat,0.03578591346740723
,,,punch,0.3080288,-0.462425,0.0983493,,,,,33,gyroscope,combat,0.037611961364746094
,,,punch,0.08384126,-0.40103304,0.123547494,,,,,33,gyroscope,combat,0.03940606117248535
,,,punch,,,,0.19710945,-0.49341717,0.16666842,-0.8306077,33,rotation_vector,combat,0.04025101661682129
0.53568316,1.9022071,-3.4928312,punch,,,,,,,,33,linear_acceleration,combat,0.04142904281616211
0.5357027,1.0723312,-3.0809808,punch,,,,,,,,33,linear_acceleration,combat,0.07375788688659668
,,,punch,,,,0.19863176,-0.4961384,0.16644675,-0.8286661,33,rotation_vector,combat,0.07647204399108887
,,,punch,0.034055736,-0.30008754,0.09239337,,,,,33,gyroscope,combat,0.07809996604919434
,,,punch,0.16355917,-0.310625,0.0693332,,,,,33,gyroscope,combat,0.08005905151367188
0.06495237,1.2136178,-1.6717768,punch,,,,,,,,33,linear_acceleration,combat,0.08216595649719238
0.06086588,0.86367655,-2.150053,punch,,,,,,,,33,linear_acceleration,combat,0.08385896682739258
,,,punch,,,,0.20238246,-0.5006616,0.16333911,-0.8256511,33,rotation_vector,combat,0.0848078727722168
,,,punch,,,,0.19995947,-0.49815863,0.16565178,-0.8272931,33,rotation_vector,combat,0.12569212913513184
,,,punch,0.22174409,-0.43371433,0.122478485,,,,,33,gyroscope,combat,0.12835407257080078
,,,punch,,,,0.20217119,-0.5050298,0.1556833,-0.8245208,33,rotation_vector,combat,0.13184404373168945
0.54723215,1.8068042,-0.09480572,punch,,,,,,,,33,linear_acceleration,combat,0.13460707664489746
,,,punch,,,,0.20756412,-0.50705427,0.152667,-0.82249993,33,rotation_vector,combat,0.1365509033203125
,,,punch,0.267559,-0.4373795,0.23151793,,,,,33,gyroscope,combat,0.13783812522888184
0.46119452,2.298582,3.1324816,punch,,,,,,,,33,linear_acceleration,combat,0.13908815383911133
,,,punch,1.4982997,-0.8407033,0.8197812,,,,,33,gyroscope,combat,0.2318589687347412
,,,punch,-0.63713247,-0.49021935,1.2884675,,,,,33,gyroscope,combat,0.23280096054077148
0.3064189,3.113929,4.2753,punch,,,,,,,,33,linear_acceleration,combat,0.23467397689819336
,,,punch,,,,0.2196881,-0.5088175,0.14402536,-0.8198162,33,rotation_vector,combat,0.23569774627685547
,,,punch,0.79183406,-0.5021312,0.41431937,,,,,33,gyroscope,combat,0.2376391887664795
1.9252148,5.028322,3.6770234,punch,,,,,,,,33,linear_acceleration,combat,0.23984789848327637
,,,punch,,,,0.23801035,-0.5117029,0.13383448,-0.8146162,33,rotation_vector,combat,0.2438819408416748
,,,punch,1.1656836,-0.9388999,1.210124,,,,,33,gyroscope,combat,0.24616193771362305
4.102349,6.658717,2.8628106,punch,,,,,,,,33,linear_acceleration,combat,0.24844884872436523
5.1101217,5.356252,3.4813142,punch,,,,,,,,33,linear_acceleration,combat,0.24996185302734375
,,,punch,,,,0.25188884,-0.5153407,0.13510126,-0.8079132,33,rotation_vector,combat,0.2517509460449219
,,,punch,,,,0.25266546,-0.5193949,0.15513667,-0.80144984,33,rotation_vector,combat,0.2536649703979492
,,,punch,,,,0.24688312,-0.5218628,0.18206653,-0.79596454,33,rotation_vector,combat,0.2559630870819092
4.5816455,-1.6786046,7.7176495,punch,,,,,,,,33,linear_acceleration,combat,0.2584829330444336
4.921768,1.0400515,5.4950695,punch,,,,,,,,33,linear_acceleration,combat,0.2603178024291992
,,,punch,-1.9601139,0.4173737,1.0548116,,,,,33,gyroscope,combat,0.26224303245544434
,,,punch,,,,0.24959625,-0.5177519,0.19638468,-0.7943978,33,rotation_vector,combat,0.3154139518737793
,,,punch,-2.3095288,0.03940081,1.1284208,,,,,33,gyroscope,combat,0.31542301177978516
,,,punch,3.1566463,0.33460143,1.4514158,,,,,33,gyroscope,combat,0.3168938159942627
,,,punch,,,,0.26995638,-0.50633746,0.18739223,-0.7972642,33,rotation_vector,combat,0.3189051151275635
8.780476,5.012604,7.165684,punch,,,,,,,,33,linear_acceleration,combat,0.3221549987792969
5.5103555,0.6356735,7.8901205,punch,,,,,,,,33,linear_acceleration,combat,0.32414698600769043
,,,punch,0.49464813,0.4888449,1.1866057,,,,,33,gyroscope,combat,0.3265340328216553
,,,punch,,,,0.30304414,-0.4889728,0.16159882,-0.80184525,33,rotation_vector,combat,0.3786170482635498
5.4731803,13.14973,2.3191657,punch,,,,,,,,33,linear_acceleration,combat,0.38396692276000977
,,,punch,,,,0.46705067,-0.41587362,0.07076317,-0.7771135,33,rotation_vector,combat,0.3839840888977051
,,,punch,,,,0.3387491,-0.46786487,0.13001917,-0.8058824,33,rotation_vector,combat,0.3839900493621826
10.378651,8.547443,5.7406826,punch,,,,,,,,33,linear_acceleration,combat,0.3858170509338379
,,,punch,,,,0.37702122,-0.4458127,0.101810955,-0.80544436,33,rotation_vector,combat,0.3884890079498291
,,,punch,4.893336,0.3753767,1.758681,,,,,33,gyroscope,combat,0.3913838863372803
,,,punch,4.578893,0.3371976,1.5302174,,,,,33,gyroscope,combat,0.3935680389404297
