accel_x,accel_y,accel_z,gesture,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z,sample,sensor,stance,timestamp
,,,punch,0.2857322,-0.065515295,-0.96486163,,,,,34,gyroscope,combat,0.12967586517333984
,,,punch,0.29458976,-0.101098195,-1.1742357,,,,,34,gyroscope,combat,0.13226079940795898
,,,punch,0.205098,0.059864793,-0.3622431,,,,,34,gyroscope,combat,0.13312101364135742
,,,punch,,,,0.23891705,-0.5165952,0.0842047,-0.8178983,34,rotation_vector,combat,0.13391804695129395
,,,punch,,,,0.23826323,-0.5158368,0.08245971,-0.8187451,34,rotation_vector,combat,0.1992168426513672
-2.4356418,2.829559,-2.5666342,punch,,,,,,,,34,linear_acceleration,combat,0.19997692108154297
-2.818499,3.3124883,-2.4992204,punch,,,,,,,,34,linear_acceleration,combat,0.20125699043273926
,,,punch,0.05681047,0.077121735,0.04138612,,,,,34,gyroscope,combat,0.3089599609375
,,,punch,-0.14065172,0.07269296,0.42164972,,,,,34,gyroscope,combat,0.30992698669433594
,,,punch,0.29138273,0.012675454,-0.70234233,,,,,34,gyroscope,combat,0.3099348545074463
-3.4391212,3.2647965,-2.3691273,punch,,,,,,,,34,linear_acceleration,combat,0.30994105339050293
,,,punch,-0.6782131,-0.26633725,0.6123924,,,,,34,gyroscope,combat,0.30994582176208496
-4.0473013,2.0386624,-1.162754,punch,,,,,,,,34,linear_acceleration,combat,0.3099498748779297
,,,punch,-0.464563,-0.00030543262,0.59330285,,,,,34,gyroscope,combat,0.3099539279937744
,,,punch,,,,0.24021648,-0.51506686,0.08422847,-0.81847894,34,rotation_vector,combat,0.3110778331756592
,,,punch,,,,0.24321327,-0.5148398,0.08976181,-0.8171477,34,rotation_vector,combat,0.31301188468933105
-4.087805,2.6000047,-1.9316273,punch,,,,,,,,34,linear_acceleration,combat,0.31494998931884766
,,,punch,,,,0.24521852,-0.5165174,0.09781443,-0.8145613,34,rotation_vector,combat,0.31635379791259766
,,,punch,,,,0.24686229,-0.52174824,0.10582433,-0.80971545,34,rotation_vector,combat,0.3172030448913574
-2.104607,1.8738942,-0.37569666,punch,,,,,,,,34,linear_acceleration,combat,0.31806278228759766
,,,punch,,,,0.249542,-0.5304585,0.11487829,-0.8019637,34,rotation_vector,combat,0.35372281074523926
,,,punch,-1.048703,-0.84131414,0.93416566,,,,,34,gyroscope,combat,0.5465929508209229
8.576687,2.1579285,14.680506,punch,,,,,,,,34,linear_acceleration,combat,0.5466010570526123
8.904139,1.0008378,10.291847,punch,,,,,,,,34,linear_acceleration,combat,0.5466048717498779
2.7561445,1.4477792,1.4846973,punch,,,,,,,,34,linear_acceleration,combat,0.5466098785400391
,,,punch,,,,0.2516836,-0.53699577,0.12844704,-0.7948537,34,rotation_vector,combat,0.5495519638061523
7.832704,0.43195248,5.294198,punch,,,,,,,,34,linear_acceleration,combat,0.5516359806060791
,,,punch,-0.7968737,-0.72234815,0.6805039,,,,,34,gyroscope,combat,0.5537910461425781
,,,punch,-1.3504703,0.02275473,0.88422745,,,,,34,gyroscope,combat,0.5560598373413086
,,,punch,,,,0.24059385,-0.5238629,0.16337089,-0.80062,34,rotation_vector,combat,0.5573849678039551
,,,punch,-1.5265522,1.2114985,0.5360342,,,,,34,gyroscope,combat,0.5592048168182373
,,,punch,,,,0.24831147,-0.5337436,0.14586249,-0.79509956,34,rotation_vector,combat,0.5612890720367432
,,,punch,,,,0.23547162,-0.5096883,0.17341048,-0.80913514,34,rotation_vector,combat,0.563431978225708
,,,punch,-1.2084441,1.6832392,0.24969117,,,,,34,gyroscope,combat,0.5649569034576416
,,,punch,0.49480084,1.982105,0.17684549,,,,,34,gyroscope,combat,0.5672569274902344
9.105211,2.2665462,18.464031,punch,,,,,,,,34,linear_acceleration,combat,0.5687329769134521
,,,punch,,,,0.24362536,-0.48849168,0.16288686,-0.8218823,34,rotation_vector,combat,0.5701451301574707
10.025024,4.836415,18.325844,punch,,,,,,,,34,linear_acceleration,combat,0.571213960647583
13.875965,27.840591,7.898465,punch,,,,,,,,34,linear_acceleration,combat,0.6291537284851074
,,,punch,-1.5361733,0.027183503,5.046816,,,,,34,gyroscope,combat,0.6291747093200684
