timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z
244763420000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
244764000000000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
244764120000000,-0.6257429,-4.075227,3.3838577,0.0,0.0,0.0,1.0,0.0,0.0,0.0
244764140000000,0.0,0.0,0.0,0.80848014,0.5914703,0.7302894,1.0,0.0,0.0,0.0
244764180000000,1.2797651,-3.256116,2.8366022,-0.027794369,0.25381452,0.22159137,0.5791162,0.3732011,0.6268528,-0.36386937
244764200000000,1.7326889,-3.541113,3.4962358,-0.19303341,0.14370605,0.08735373,1.0,0.0,0.0,0.0
244764220000000,0.0,0.0,0.0,0.0,0.0,0.0,0.5836023,0.3414144,0.61826205,-0.4007451
244764240000000,0.0,0.0,0.0,0.21792617,0.030848695,-0.053603426,0.5834398,0.33614948,0.61572343,-0.40925094
244764260000000,0.91331005,-3.2004247,3.1084607,0.0,0.0,0.0,1.0,0.0,0.0,0.0
244764360000000,0.0,0.0,0.0,0.5662721,-0.7826711,-1.4616479,1.0,0.0,0.0,0.0
244764380000000,0.0,0.0,0.0,0.0,0.0,0.0,0.56444967,0.31167343,0.5928606,-0.4824651
244764420000000,0.0,0.0,0.0,0.0,0.0,0.0,0.54822314,0.28490445,0.5858091,-0.5245079
244764460000000,-4.1317177,0.25914836,-1.6920569,1.4375186,-1.521818,-2.4509442,1.0,0.0,0.0,0.0
244764500000000,0.0,0.0,0.0,1.8350391,-1.536937,-2.5141687,1.0,0.0,0.0,0.0
244764540000000,-5.2471337,2.652709,-4.5647492,0.0,0.0,0.0,0.4918913,0.19656761,0.5130044,-0.6754485
244764560000000,0.0,0.0,0.0,1.3981178,-2.005776,-2.100002,1.0,0.0,0.0,0.0
244764580000000,0.0,0.0,0.0,1.033584,-1.9036088,-2.0118847,1.0,0.0,0.0,0.0
244764600000000,-6.0745234,3.6400108,-6.6993446,0.6243043,-1.8567249,-1.8785634,1.0,0.0,0.0,0.0
244764620000000,-6.1412687,4.0630045,-7.2043343,0.0,0.0,0.0,1.0,0.0,0.0,0.0
244764640000000,-5.302684,4.439861,-7.5195265,0.0,0.0,0.0,0.46835792,0.09688912,0.46168643,-0.74706024
244764680000000,0.0,0.0,0.0,-1.4647021,-1.7192802,-1.5198327,0.47471192,0.10404402,0.5036965,-0.71422225
244764720000000,-1.4437823,4.7631407,-5.332427,-1.7551686,-1.0923798,-1.5777122,1.0,0.0,0.0,0.0
244764780000000,0.0,0.0,0.0,-0.6611089,-0.12217305,-1.0034989,0.4502078,0.008716652,0.53997695,-0.71109915
244764800000000,-1.5521889,4.9482145,-4.147028,0.0,0.0,0.0,1.0,0.0,0.0,0.0
244764820000000,-1.6966238,5.0652843,-4.164359,0.0,0.0,0.0,0.44188082,0.011690248,0.53776664,-0.7179219
244764840000000,0.0,0.0,0.0,0.9931142,0.5694791,0.23518312,1.0,0.0,0.0,0.0
244764860000000,0.0,0.0,0.0,1.2108877,0.7098254,0.68035114,1.0,0.0,0.0,0.0
244764880000000,0.0,0.0,0.0,0.0,0.0,0.0,0.44497153,0.054152604,0.5211025,-0.7263058
244764900000000,-1.9060955,5.0304484,-4.7424526,0.0,0.0,0.0,1.0,0.0,0.0,0.0
244764940000000,-2.451573,4.7622123,-4.559175,0.0,0.0,0.0,0.46442917,0.115839526,0.51759195,-0.7092147
244764980000000,-2.2379646,3.6423268,-3.7659621,0.0,0.0,0.0,1.0,0.0,0.0,0.0
244765000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.50315124,0.19647482,0.55579185,-0.6319272
244765020000000,-3.3167706,2.0842793,-2.7744002,-2.0325015,1.6132951,2.9465084,0.51650745,0.21263196,0.5707642,-0.60186046
244765060000000,-6.264924,-0.258821,-1.1100181,0.0,0.0,0.0,0.5428872,0.24572678,0.6026531,-0.5307553
244765080000000,-6.7351627,-1.7844706,0.21930969,0.0,0.0,0.0,1.0,0.0,0.0,0.0
244765100000000,0.0,0.0,0.0,-1.6571246,1.1695015,3.704745,0.57234085,0.2827042,0.6174914,-0.45957452
244765120000000,0.0,0.0,0.0,-0.97173387,1.1337659,3.5553885,0.58407146,0.30409247,0.6175845,-0.43009034
244765140000000,0.0,0.0,0.0,-0.105068825,1.4083499,3.1091514,0.5883984,0.32859915,0.61640483,-0.40725315
244765180000000,-3.5317087,-4.4813004,3.0851848,1.5392277,1.6444492,2.2029328,0.5773516,0.38539693,0.6092629,-0.38331848
244765200000000,-2.9254417,-4.251477,2.9729137,0.0,0.0,0.0,1.0,0.0,0.0,0.0
244765220000000,0.0,0.0,0.0,1.5497651,1.1890492,1.3933836,1.0,0.0,0.0,0.0
244765240000000,0.0,0.0,0.0,1.4249959,1.0509937,0.9983065,1.0,0.0,0.0,0.0
244765260000000,0.0,0.0,0.0,0.0,0.0,0.0,0.5426469,0.46458983,0.5914974,-0.37392727
244765320000000,0.9050875,-2.7520194,4.523381,-0.13637567,0.19547687,0.024740042,0.5417811,0.4565536,0.5837324,-0.3965961
244765360000000,1.6921787,-3.1683102,4.5994387,-0.7851145,-0.11148291,-0.39584067,0.5474908,0.44176316,0.59042245,-0.39560154
244765400000000,0.0,0.0,0.0,-0.82986045,-0.30589077,-0.69989884,0.5585488,0.4006341,0.59462553,-0.4170564
244765420000000,0.43956852,-2.9929047,3.5394335,0.0,0.0,0.0,0.5608519,0.38887098,0.5984281,-0.41965264
244765440000000,-0.11312866,-2.9467921,3.077424,0.0,0.0,0.0,1.0,0.0,0.0,0.0
244765460000000,-0.499938,-2.9238544,2.6483662,0.0,0.0,0.0,0.5658038,0.36254528,0.6041126,-0.4283397
244765520000000,0.0,0.0,0.0,0.059864793,-0.97524637,-1.7324139,0.5651447,0.31791556,0.60701776,-0.45942426
244765560000000,0.0,0.0,0.0,1.3712398,-1.1808025,-1.934763,0.55346936,0.2969861,0.59555554,-0.500784
244765580000000,0.0,0.0,0.0,1.7828102,-1.2423472,-1.9367483,1.0,0.0,0.0,0.0
244765600000000,0.0,0.0,0.0,0.0,0.0,0.0,0.53630406,0.28392783,0.57090217,-0.5530223
244765640000000,0.0,0.0,0.0,2.404671,-1.9294178,-1.7421877,1.0,0.0,0.0,0.0
244765660000000,-3.948041,1.765573,-3.893827,0.0,0.0,0.0,1.0,0.0,0.0,0.0
244765680000000,-3.1541252,1.9528296,-4.502226,1.3787229,-2.2634084,-1.8167132,1.0,0.0,0.0,0.0
244765700000000,-3.6060114,2.1989806,-5.0952396,0.0,0.0,0.0,1.0,0.0,0.0,0.0
