timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z
7493320000000,0.0,0.0,0.0,-0.0870483,0.011453724,-0.015271631,0.4456437,-0.013452534,-0.30404717,0.8418885
7493340000000,0.042407036,-0.41634464,0.116155624,-0.07742717,0.058490347,-0.063682705,0.44623736,-0.014008068,-0.3046586,0.8413437
7493360000000,0.0456295,-0.20477057,0.045698166,0.0,0.0,0.0,0.44698563,-0.01484549,-0.30474126,0.84090203
7493380000000,-0.0050542355,0.13020897,-0.29854107,-0.015882496,0.15577064,0.01450805,0.44729617,-0.016125945,-0.30434677,0.84085625
7493400000000,-0.13761902,0.7751117,-0.4644432,-0.084910266,0.19028452,0.064446285,0.44754314,-0.017881967,-0.30378425,0.84089273
7493420000000,-0.32301426,0.9990287,-0.36888027,-0.22983804,0.16920967,0.08353582,0.4473925,-0.020473937,-0.3042368,0.84075004
7493440000000,-0.42566156,0.17116404,-0.20846844,-0.24846944,0.1160644,0.033750303,0.44711658,-0.023136983,-0.30597034,0.84019864
7493460000000,-0.31060314,-0.5124173,-0.10647488,-0.06811147,0.06963864,-0.06704246,1.0,0.0,0.0,0.0
7493480000000,-0.26480818,-0.5887737,0.0067682266,0.1375974,0.01863139,-0.13729197,0.4486101,-0.024489835,-0.30646935,0.83918166
7493500000000,-0.27286625,-0.3463912,0.09059906,0.19226983,-0.059864793,-0.14156802,0.4498454,-0.023015087,-0.30496773,0.8391091
7493520000000,-0.17384386,-0.30891752,0.21331501,0.182496,-0.10552697,-0.13515393,0.45085394,-0.02084876,-0.30366564,0.8390967
7493540000000,-0.07151413,0.008118153,0.122938156,0.077579886,-0.11575896,-0.09132435,0.45149896,-0.0189254,-0.3030085,0.83903307
7493560000000,-0.10949874,0.16073036,0.036190987,-0.075594574,-0.1330159,0.0012217305,1.0,0.0,0.0,0.0
7493580000000,-0.076695204,-0.07443428,-0.05333042,-0.14126259,-0.1282817,0.029626964,0.45077792,-0.017399134,-0.30539414,0.8385887
7493600000000,-0.032375574,-0.4232564,-0.045344353,-0.05665775,-0.10262536,0.063682705,0.44993043,-0.017116768,-0.30699772,0.83846414
7493620000000,-0.109503984,-0.38549137,-0.1291666,0.092240654,-0.07544186,0.08200866,0.44908303,-0.016601557,-0.30721658,0.8388486
7493640000000,-0.11220813,-0.38613367,0.0009441376,0.19990565,-0.065209866,0.0804815,0.4481558,-0.01556253,-0.30608204,0.8397786
7493660000000,-0.17293,-0.1268487,-0.07694912,0.23105977,-0.06918049,0.064599,0.44738492,-0.014250071,-0.30440918,0.84082025
7493680000000,-0.11340213,-0.10972214,0.059534073,0.21288654,-0.08323039,0.04718934,0.4467061,-0.012759081,-0.30281267,0.84178114
7493700000000,-0.15909767,0.07926464,0.031511307,0.14645495,-0.09468412,0.021685716,0.44620407,-0.011298733,-0.30160546,0.8425013
7493720000000,-0.15148377,0.23670816,-0.065793514,0.03390302,-0.10934488,0.009162978,0.44579425,-0.010062885,-0.30129015,0.8428466
7493740000000,-0.10871649,0.23900843,-0.05384636,-0.09315695,-0.11728613,0.0030543262,0.44541964,-0.009260702,-0.30210987,0.84276056
7493760000000,-0.088306904,0.15873384,-0.045479774,-0.17638734,-0.101556346,0.01038471,0.4450255,-0.00900551,-0.30390134,0.84232724
7493780000000,-0.057314634,-0.051632404,-0.03025055,-0.17638734,-0.0711658,0.015271631,0.44462582,-0.009201108,-0.30590892,0.8418094
7493800000000,-0.030698538,-0.2238636,-0.06768131,0.0,0.0,0.0,0.44433132,-0.009520794,-0.30746683,0.8413936
7493820000000,-0.0971086,-0.18110323,-0.09653187,-0.05375614,-0.011148291,-0.00015271631,0.44423497,-0.009784676,-0.30828318,0.8411427
7493840000000,-0.1043303,-0.20037317,-0.016560078,-0.010231993,0.00045814895,-0.006414085,0.44424844,-0.0098709185,-0.30846587,0.8410676
7493860000000,-0.13790059,-0.120064735,-0.045847893,0.007483099,0.00030543262,-0.012675454,0.44434905,-0.009879771,-0.3084402,0.8410238
7493880000000,0.0,0.0,0.0,0.0096211275,0.00030543262,-0.0050396384,0.4444489,-0.0097908825,-0.30829182,0.84102637
7493900000000,-0.17889857,0.05670023,-0.013867378,-0.04062254,-0.018478673,-0.0032070426,0.44444862,-0.0097899735,-0.30837974,0.8409945
7493920000000,-0.12569022,0.04973936,0.0031542778,-0.0936151,-0.033292156,0.0022907446,0.4443588,-0.009868305,-0.30911797,0.84076995
7493940000000,-0.13806605,-0.07416105,-0.053545475,-0.093462385,-0.031612277,-0.00045814895,0.44421023,-0.010100292,-0.31018317,0.8404534
