timestamp,sensor,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,rot_x,rot_y,rot_z,rot_w
216367438890526,linear_acceleration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367428911281,gyroscope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367478776989,rotation_vector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367478776989,linear_acceleration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367508623173,gyroscope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367498674444,rotation_vector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367518617676,linear_acceleration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367568498644,gyroscope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367558549917,rotation_vector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367558549917,linear_acceleration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367578447371,rotation_vector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367548601189,gyroscope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367598375346,rotation_vector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367618333836,rotation_vector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367618333836,linear_acceleration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367588396100,gyroscope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367638307586,linear_acceleration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367638307586,rotation_vector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367658296594,linear_acceleration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367628313082,gyroscope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367678270344,linear_acceleration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367698228835,linear_acceleration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367718179695,rotation_vector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367698228835,rotation_vector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367748094543,gyroscope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367758066158,rotation_vector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367758066158,linear_acceleration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367778009389,rotation_vector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367807939498,gyroscope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367797960252,rotation_vector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367817918722,rotation_vector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367817918722,linear_acceleration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367797960252,linear_acceleration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367787981007,gyroscope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367827897932,gyroscope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367857812674,rotation_vector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367857812674,linear_acceleration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367847841094,gyroscope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367887727419,gyroscope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367877755839,rotation_vector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367937608215,linear_acceleration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367917649794,linear_acceleration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367937608215,rotation_vector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367907670583,gyroscope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367947587427,gyroscope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367957559007,rotation_vector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367957559007,linear_acceleration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367977502169,linear_acceleration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367977502169,rotation_vector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216367997445332,rotation_vector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
