accel_x,accel_y,accel_z,gesture,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z,sample,sensor,stance,timestamp
,,,punch,-0.7165449,0.93034774,-0.27366763,,,,,5,gyroscope,combat,0.03452801704406738
,,,punch,-0.572228,0.97081757,-0.26328292,,,,,5,gyroscope,combat,0.036730051040649414
,,,punch,,,,0.4996841,0.07259231,-0.5961569,0.624214,5,rotation_vector,combat,0.03885698318481445
0.6536069,0.17021084,0.091350794,punch,,,,,,,,5,linear_acceleration,combat,0.041296958923339844
,,,punch,,,,0.50733995,0.06558627,-0.5936191,0.6212255,5,rotation_vector,combat,0.04254484176635742
0.67414093,-1.0040903,0.1148417,punch,,,,,,,,5,linear_acceleration,combat,0.04364585876464844
,,,punch,,,,0.52170837,0.053068884,-0.5820873,0.62143266,5,rotation_vector,combat,0.04702401161193848
,,,punch,-0.03863723,1.1178834,-0.12599096,,,,,5,gyroscope,combat,0.04906582832336426
0.45018673,-2.481102,0.30516672,punch,,,,,,,,5,linear_acceleration,combat,0.05358481407165527
,,,punch,,,,0.51471007,0.058789726,-0.5889356,0.6203002,5,rotation_vector,combat,0.05669903755187988
-0.10554075,-2.6110287,0.39841104,punch,,,,,,,,5,linear_acceleration,combat,0.059175968170166016
,,,punch,-0.29443705,1.0346531,-0.17516561,,,,,5,gyroscope,combat,0.061614990234375
-1.6318922,-0.9726701,-0.0066769123,punch,,,,,,,,5,linear_acceleration,combat,0.14014101028442383
-2.2696536,0.42491245,0.3073318,punch,,,,,,,,5,linear_acceleration,combat,0.14183402061462402
-0.9058008,-2.2806182,0.19155478,punch,,,,,,,,5,linear_acceleration,combat,0.1426529884338379
,,,punch,,,,0.5283076,0.033579472,-0.56381273,0.6339391,5,rotation_vector,combat,0.14469504356384277
,,,punch,,,,0.5284202,0.049067803,-0.5733452,0.6242113,5,rotation_vector,combat,0.1471569538116455
