accel_x,accel_y,accel_z,gesture,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z,sample,sensor,stance,timestamp
,,,punch,,,,0.4396694,-0.5080642,-0.058207136,-0.73835874,18,rotation_vector,combat,0.0016429424285888672
-0.107721806,0.9285767,-2.4079616,punch,,,,,,,,18,linear_acceleration,combat,0.0059130191802978516
,,,punch,,,,0.42690176,-0.51917624,-0.05075982,-0.7386707,18,rotation_vector,combat,0.007158041000366211
-0.045477867,1.6817915,-1.204776,punch,,,,,,,,18,linear_acceleration,combat,0.00910806655883789
,,,punch,,,,0.42317918,-0.5230509,-0.04860039,-0.7382243,18,rotation_vector,combat,0.010371923446655273
-0.12864113,1.0472383,-2.4981527,punch,,,,,,,,18,linear_acceleration,combat,0.012552022933959961
,,,punch,-0.61010164,-0.27107146,-0.13942999,,,,,18,gyroscope,combat,0.014058113098144531
,,,punch,-0.837649,-0.27076602,-0.25350907,,,,,18,gyroscope,combat,0.01602005958557129
,,,punch,-0.45860708,-0.16523905,-0.111941054,,,,,18,gyroscope,combat,0.07171297073364258
,,,punch,-0.39858958,-0.10430524,-0.06734789,,,,,18,gyroscope,combat,0.07482004165649414
-0.25064182,2.1370654,0.4277172,punch,,,,,,,,18,linear_acceleration,combat,0.07610797882080078
,,,punch,,,,0.4199445,-0.5246362,-0.047896586,-0.7389921,18,rotation_vector,combat,0.07703804969787598
0.023182869,1.8132331,0.60009336,punch,,,,,,,,18,linear_acceleration,combat,0.07872915267944336
,,,punch,,,,0.41149345,-0.51979786,-0.059032984,-0.7463232,18,rotation_vector,combat,0.08040809631347656
,,,punch,-0.6925685,-0.09941832,0.02687807,,,,,18,gyroscope,combat,0.0813741683959961
,,,punch,,,,0.40478426,-0.5265365,-0.049673308,-0.7459501,18,rotation_vector,combat,0.08356595039367676
3.057311,2.4064555,1.928206,punch,,,,,,,,18,linear_acceleration,combat,0.08613395690917969
,,,punch,,,,0.40758643,-0.5242244,-0.054840356,-0.74569076,18,rotation_vector,combat,0.08844780921936035
1.8052416,1.9155182,0.967885,punch,,,,,,,,18,linear_acceleration,combat,0.09014606475830078
,,,punch,-0.5751296,-0.21013765,-0.035430185,,,,,18,gyroscope,combat,0.0925300121307373
,,,punch,,,,0.40731838,-0.5227872,-0.0456722,-0.7474619,18,rotation_vector,combat,0.15066003799438477
4.619317,3.5318382,2.0967698,punch,,,,,,,,18,linear_acceleration,combat,0.15066885948181152
3.358572,2.3378525,3.1939135,punch,,,,,,,,18,linear_acceleration,combat,0.15181303024291992
3.5332117,1.9863503,3.7943044,punch,,,,,,,,18,linear_acceleration,combat,0.15420293807983398
,,,punch,,,,0.40420008,-0.5261339,-0.04553932,-0.74681437,18,rotation_vector,combat,0.15669608116149902
,,,punch,-0.06627888,0.2574797,0.1554652,,,,,18,gyroscope,combat,0.15919995307922363
,,,punch,-0.50442195,0.13332134,0.120493166,,,,,18,gyroscope,combat,0.16112613677978516
,,,punch,0.6591236,0.29932398,0.25793785,,,,,18,gyroscope,combat,0.16338086128234863
,,,punch,,,,0.42590138,-0.5071012,-0.058140665,-0.7470449,18,rotation_vector,combat,0.16654610633850098
4.1708965,2.416971,3.2061734,punch,,,,,,,,18,linear_acceleration,combat,0.1690359115600586
,,,punch,,,,0.41535935,-0.5160459,-0.050940417,-0.747381,18,rotation_vector,combat,0.1703031063079834
,,,punch,1.302212,0.34483343,0.345597,,,,,18,gyroscope,combat,0.17226791381835938
4.863846,5.186638,2.3356247,punch,,,,,,,,18,linear_acceleration,combat,0.2310950756072998
,,,punch,,,,0.454019,-0.48547208,-0.053331297,-0.74521095,18,rotation_vector,combat,0.23110604286193848
,,,punch,0.37598756,0.68477994,0.8801041,,,,,18,gyroscope,combat,0.2311110496520996
,,,punch,,,,0.43536353,-0.498398,-0.060826574,-0.74723375,18,rotation_vector,combat,0.23111605644226074
4.8439336,5.824362,3.9520097,punch,,,,,,,,18,linear_acceleration,combat,0.23433303833007812
