accel_x,accel_y,accel_z,gesture,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z,sample,sensor,stance,timestamp
-0.41405594,0.32045984,0.93487644,jump,,,,,,,,19,linear_acceleration,neutral,0.0014269351959228516
,,,jump,,,,0.87644905,-0.13292365,-0.029083468,0.46186867,19,rotation_vector,neutral,0.0030128955841064453
,,,jump,-0.2060143,-0.03863723,0.07666359,,,,,19,gyroscope,neutral,0.0053827762603759766
-0.22687376,0.011448622,0.7453785,jump,,,,,,,,19,linear_acceleration,neutral,0.008985757827758789
,,,jump,-0.2209805,-0.18020524,-0.047647487,,,,,19,gyroscope,neutral,0.010736942291259766
,,,jump,,,,0.8752592,-0.13866016,-0.03610592,0.46194273,19,rotation_vector,neutral,0.012239933013916016
,,,jump,,,,0.87561494,-0.13653746,-0.03274284,0.46215132,19,rotation_vector,neutral,0.013827800750732422
-0.28944206,-0.1401887,0.422822,jump,,,,,,,,19,linear_acceleration,neutral,0.014934062957763672
,,,jump,,,,0.8753085,-0.13887937,-0.03824559,0.46161103,19,rotation_vector,neutral,0.01601886749267578
-0.4228577,0.11725092,-0.17237759,jump,,,,,,,,19,linear_acceleration,neutral,0.017833948135375977
,,,jump,,,,0.8750931,-0.13935514,-0.040654004,0.46167037,19,rotation_vector,neutral,0.020090818405151367
-0.60329205,0.5940263,-0.7889137,jump,,,,,,,,19,linear_acceleration,neutral,0.022342920303344727
,,,jump,-0.12614368,-0.182496,-0.04444045,,,,,19,gyroscope,neutral,0.023988008499145508
,,,jump,-0.56214875,-0.116675265,0.17486018,,,,,19,gyroscope,neutral,0.025670766830444336
-0.7552623,0.98218536,-1.2077227,jump,,,,,,,,19,linear_acceleration,neutral,0.026909828186035156
-0.69398946,0.8345988,-1.0351839,jump,,,,,,,,19,linear_acceleration,neutral,0.028870820999145508
,,,jump,-0.4260785,-0.16279559,0.111635625,,,,,19,gyroscope,neutral,0.03033590316772461
,,,jump,-0.8434522,-0.09972375,0.44058657,,,,,19,gyroscope,neutral,0.031517982482910156
,,,jump,,,,0.8706659,-0.15058531,-0.050387383,0.4655387,19,rotation_vector,neutral,0.03279590606689453
,,,jump,,,,0.86775607,-0.15690416,-0.05417927,0.46844965,19,rotation_vector,neutral,0.03419995307922363
-0.73909205,1.554835,-1.6349401,jump,,,,,,,,19,linear_acceleration,neutral,0.03557991981506348
,,,jump,-0.6817256,-0.10140363,0.2843578,,,,,19,gyroscope,neutral,0.03711104393005371
,,,jump,,,,0.86360794,-0.16483545,-0.058548357,0.47284535,19,rotation_vector,neutral,0.04042696952819824
-0.78244865,1.6968155,-2.053297,jump,,,,,,,,19,linear_acceleration,neutral,0.04288005828857422
-0.7914362,1.929265,-2.485218,jump,,,,,,,,19,linear_acceleration,neutral,0.04449582099914551
,,,jump,,,,0.8577596,-0.17439137,-0.0634364,0.47938707,19,rotation_vector,neutral,0.04604172706604004
,,,jump,-1.2148583,-0.12034045,0.94714653,,,,,19,gyroscope,neutral,0.04752087593078613
,,,jump,-1.0180069,-0.11438452,0.66416323,,,,,19,gyroscope,neutral,0.0487208366394043
,,,jump,,,,0.8499013,-0.18593994,-0.06896017,0.48819944,19,rotation_vector,neutral,0.05054593086242676
,,,jump,,,,0.8397413,-0.1998262,-0.07526209,0.49923924,19,rotation_vector,neutral,0.052495718002319336
-1.1974789,2.2856822,-3.6777945,jump,,,,,,,,19,linear_acceleration,neutral,0.05425095558166504
,,,jump,-1.4604261,-0.1432479,1.2342533,,,,,19,gyroscope,neutral,0.05643892288208008
-0.90349394,2.1058517,-2.9891214,jump,,,,,,,,19,linear_acceleration,neutral,0.05820584297180176
,,,jump,-1.7157677,-0.12644911,1.5581645,,,,,19,gyroscope,neutral,0.06023979187011719
,,,jump,-2.2110267,0.15500705,2.304642,,,,,19,gyroscope,neutral,0.06188702583312988
,,,jump,,,,0.8268846,-0.2163059,-0.08173331,0.51263374,19,rotation_vector,neutral,0.06398677825927734
-1.295641,2.730288,-4.475208,jump,,,,,,,,19,linear_acceleration,neutral,0.06605172157287598
,,,jump,,,,0.8110398,-0.23579194,-0.087443575,0.52817637,19,rotation_vector,neutral,0.06811380386352539
-1.4328773,2.9886682,-5.1951985,jump,,,,,,,,19,linear_acceleration,neutral,0.06989693641662598
,,,jump,-1.981036,-0.046578474,1.9181169,,,,,19,gyroscope,neutral,0.07233405113220215
,,,jump,-2.1801782,0.86849767,3.2223141,,,,,19,gyroscope,neutral,0.07440376281738281
-1.6999847,3.0994596,-5.297104,jump,,,,,,,,19,linear_acceleration,neutral,0.07606983184814453
,,,jump,,,,0.76986617,-0.28239945,-0.08963816,0.56526256,19,rotation_vector,neutral,0.07790112495422363
-2.2530584,3.139058,-4.7966604,jump,,,,,,,,19,linear_acceleration,neutral,0.0799407958984375
,,,jump,,,,0.79204494,-0.25815767,-0.09078811,0.54568946,19,rotation_vector,neutral,0.08163690567016602
,,,jump,-2.2757785,0.47051895,2.7407997,,,,,19,gyroscope,neutral,0.08327293395996094
,,,jump,-1.9876028,1.2921327,3.7432294,,,,,19,gyroscope,neutral,0.08507084846496582
,,,jump,-1.9399554,1.7146988,4.2742243,,,,,19,gyroscope,neutral,0.08697700500488281
,,,jump,,,,0.7444735,-0.30765563,-0.08266308,0.5867487,19,rotation_vector,neutral,0.08880209922790527
,,,jump,,,,0.71534854,-0.3339691,-0.06970761,0.60982126,19,rotation_vector,neutral,0.09107184410095215
-3.8031807,3.225695,-3.8143892,jump,,,,,,,,19,linear_acceleration,neutral,0.0939478874206543
-3.134966,3.09049,-4.2342105,jump,,,,,,,,19,linear_acceleration,neutral,0.09649205207824707
-4.2363567,3.0670743,-3.3170335,jump,,,,,,,,19,linear_acceleration,neutral,0.09962296485900879
,,,jump,,,,0.6355405,-0.40260133,-0.019000068,0.6585132,19,rotation_vector,neutral,0.10259103775024414
-6.3608127,1.6774149,-2.1342292,jump,,,,,,,,19,linear_acceleration,neutral,0.10624384880065918
,,,jump,-2.147955,2.0554087,4.729166,,,,,19,gyroscope,neutral,0.10922074317932129
