accel_x,accel_y,accel_z,collection_mode,gesture,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z,sensor,stance,timestamp
,,,continuous,walk,-3.3716707,-1.9118555,-1.8498527,,,,,gyroscope,travel,0.022444963455200195
1.2559915,1.1178017,-1.63276,continuous,walk,,,,,,,,linear_acceleration,travel,0.028316020965576172
,,,continuous,walk,,,,0.7270196,-0.33517376,0.5924238,-0.09019506,rotation_vector,travel,0.03050374984741211
,,,continuous,walk,-3.2479706,-1.9005545,-1.7683022,,,,,gyroscope,travel,0.030524730682373047
0.9845114,2.308127,-1.8242218,continuous,walk,,,,,,,,linear_acceleration,travel,0.0305330753326416
0.5759616,3.0899608,-1.7340658,continuous,walk,,,,,,,,linear_acceleration,travel,0.03053879737854004
,,,continuous,walk,-2.5395195,-1.6204728,-1.4372132,,,,,gyroscope,travel,0.030545711517333984
,,,continuous,walk,,,,0.7246659,-0.38830024,0.5645059,-0.07358968,rotation_vector,travel,0.030551910400390625
,,,continuous,walk,,,,0.7252636,-0.23017289,0.636619,-0.12541756,rotation_vector,travel,0.03055882453918457
1.100832,0.76847553,-1.6702269,continuous,walk,,,,,,,,linear_acceleration,travel,0.03344988822937012
,,,continuous,walk,,,,0.72683626,-0.267869,0.62225187,-0.11295074,rotation_vector,travel,0.03680610656738281
0.88594913,0.192832,-1.584915,continuous,walk,,,,,,,,linear_acceleration,travel,0.03915596008300781
,,,continuous,walk,,,,0.7273937,-0.30262145,0.60745543,-0.1015709,rotation_vector,travel,0.04093575477600098
,,,continuous,walk,-2.7959301,-1.7088956,-1.5661057,,,,,gyroscope,travel,0.04486274719238281
1.182147,1.604403,-1.6745892,continuous,walk,,,,,,,,linear_acceleration,travel,0.04803609848022461
,,,continuous,walk,-3.0546317,-1.8196149,-1.6728544,,,,,gyroscope,travel,0.05031394958496094
,,,continuous,walk,-2.3060162,-1.4929546,-1.2884675,,,,,gyroscope,travel,0.05120992660522461
,,,continuous,walk,,,,0.72589827,-0.3618977,0.5789177,-0.08340339,rotation_vector,travel,0.05290699005126953
,,,continuous,walk,-2.0303633,-1.3642148,-0.7359399,,,,,gyroscope,travel,0.16794800758361816
-1.6333542,5.711185,-2.310467,continuous,walk,,,,,,,,linear_acceleration,travel,0.16796207427978516
,,,continuous,walk,-2.0712914,-1.4202617,-1.0479393,,,,,gyroscope,travel,0.1679689884185791
-0.29875088,4.049795,-1.7860882,continuous,walk,,,,,,,,linear_acceleration,travel,0.17125296592712402
,,,continuous,walk,,,,0.7217257,-0.43140757,0.5386244,-0.05369606,rotation_vector,travel,0.17389392852783203
-1.1535921,4.81402,-2.246039,continuous,walk,,,,,,,,linear_acceleration,travel,0.1765129566192627
,,,continuous,walk,,,,0.7231508,-0.41136083,0.5510956,-0.064255804,rotation_vector,travel,0.1790759563446045
-1.4960008,5.5924463,-1.5659729,continuous,walk,,,,,,,,linear_acceleration,travel,0.1832900047302246
-1.5005012,5.717965,-0.7186546,continuous,walk,,,,,,,,linear_acceleration,travel,0.19446015357971191
,,,continuous,walk,-2.070375,-1.3109168,-0.36896262,,,,,gyroscope,travel,0.19446802139282227
,,,continuous,walk,,,,0.7054997,-0.48777938,0.5135974,0.02364863,rotation_vector,travel,0.1944739818572998
,,,continuous,walk,-0.8321512,-0.269697,1.1230757,,,,,gyroscope,travel,0.19447898864746094
,,,continuous,walk,,,,0.67515635,-0.4557895,0.5596774,0.15225308,rotation_vector,travel,0.19448280334472656
,,,continuous,walk,-0.8393288,0.30298916,1.8231273,,,,,gyroscope,travel,0.1944868564605713
,,,continuous,walk,,,,0.66513425,-0.44374436,0.57856554,0.1610878,rotation_vector,travel,0.19449210166931152
-1.6339607,5.5998745,-2.4378037,continuous,walk,,,,,,,,linear_acceleration,travel,0.19450688362121582
,,,continuous,walk,,,,0.71600974,-0.4654929,0.5197043,-0.023535715,rotation_vector,travel,0.19675087928771973
,,,continuous,walk,-2.05434,-1.1470522,-0.0050396384,,,,,gyroscope,travel,0.1985158920288086
,,,continuous,walk,,,,0.71927416,-0.4493691,0.52831167,-0.039987143,rotation_vector,travel,0.19975590705871582
,,,continuous,walk,-1.255328,-0.6044512,0.7415904,,,,,gyroscope,travel,0.20137476921081543
,,,continuous,walk,-1.7686076,-0.88224214,0.34147367,,,,,gyroscope,travel,0.20389008522033691
,,,continuous,walk,,,,0.7119367,-0.47854942,0.5138924,-0.0071625346,rotation_vector,travel,0.20580291748046875
,,,continuous,walk,,,,0.7083703,-0.48636392,0.5114622,0.008256422,rotation_vector,travel,0.2083580493927002
-1.7069869,4.9799314,-0.54913616,continuous,walk,,,,,,,,linear_acceleration,travel,0.21085572242736816
,,,continuous,walk,,,,0.6992554,-0.48170596,0.52524227,0.05587426,rotation_vector,travel,0.21213102340698242
-1.7078834,5.564878,-0.5183608,continuous,walk,,,,,,,,linear_acceleration,travel,0.21506977081298828
,,,continuous,walk,-0.72311175,0.04596761,1.4622587,,,,,gyroscope,travel,0.21718287467956543
,,,continuous,walk,,,,0.68568593,-0.46427897,0.5473004,0.12141692,rotation_vector,travel,0.21911096572875977
-1.0034161,2.585987,0.24801542,continuous,walk,,,,,,,,linear_acceleration,travel,0.2211449146270752
,,,continuous,walk,-0.8801041,0.5590944,2.130698,,,,,gyroscope,travel,0.22531604766845703
-1.179594,3.8361902,-0.31196687,continuous,walk,,,,,,,,linear_acceleration,travel,0.2285618782043457
,,,continuous,walk,0.18585575,0.93737274,2.589916,,,,,gyroscope,travel,0.23070597648620605
-1.2711782,-0.39256406,1.4948844,continuous,walk,,,,,,,,linear_acceleration,travel,0.23290801048278809
-1.1345673,0.95305586,0.9992893,continuous,walk,,,,,,,,linear_acceleration,travel,0.23424100875854492
,,,continuous,walk,,,,0.65508455,-0.43173265,0.5949423,0.17468517,rotation_vector,travel,0.23634982109069824
,,,continuous,walk,-0.5158757,0.77763146,2.3672554,,,,,gyroscope,travel,0.23837900161743164
,,,continuous,walk,1.2927436,1.2005029,2.8472428,,,,,gyroscope,travel,0.2503478527069092
,,,continuous,walk,,,,0.64006716,-0.38504335,0.6389302,0.1839127,rotation_vector,travel,0.2541499137878418
-1.2414885,-1.2451861,1.6545951,continuous,walk,,,,,,,,linear_acceleration,travel,0.2567269802093506
-1.1412745,-1.927444,1.7171797,continuous,walk,,,,,,,,linear_acceleration,travel,0.26012396812438965
,,,continuous,walk,0.86361074,1.0743593,2.765998,,,,,gyroscope,travel,0.2625589370727539
,,,continuous,walk,,,,0.64774024,-0.4082054,0.6182766,0.177581,rotation_vector,travel,0.2648279666900635
,,,continuous,walk,,,,0.6249523,-0.3269747,0.6847903,0.18326055,rotation_vector,travel,0.4029529094696045
-1.4061232,-3.8834116,2.5844712,continuous,walk,,,,,,,,linear_acceleration,travel,0.4036870002746582
-1.5418139,-4.309493,3.0425425,continuous,walk,,,,,,,,linear_acceleration,travel,0.40369606018066406
,,,continuous,walk,1.5384641,1.2250903,2.536618,,,,,gyroscope,travel,0.4037020206451416
,,,continuous,walk,,,,0.6168195,-0.29734546,0.70582736,0.18145856,rotation_vector,travel,0.40370702743530273
,,,continuous,walk,1.5303701,1.2822062,2.8429668,,,,,gyroscope,travel,0.4037129878997803
-1.0481329,-5.684761,4.58498,continuous,walk,,,,,,,,linear_acceleration,travel,0.403717041015625
,,,continuous,walk,1.6652187,1.3046554,2.7826438,,,,,gyroscope,travel,0.4037208557128906
,,,continuous,walk,,,,0.6332838,-0.35378036,0.6641018,0.18099715,rotation_vector,travel,0.40439391136169434
-1.3288517,-3.3997219,2.2087865,continuous,walk,,,,,,,,linear_acceleration,travel,0.40664196014404297
-1.1846046,-2.6778543,1.8851607,continuous,walk,,,,,,,,linear_acceleration,travel,0.40883898735046387
,,,continuous,walk,1.6765196,1.2915218,2.6766589,,,,,gyroscope,travel,0.41108179092407227
,,,continuous,walk,,,,0.6077892,-0.27121264,0.72379947,0.18207248,rotation_vector,travel,0.4137687683105469
,,,continuous,walk,,,,0.5900688,-0.22177592,0.75456667,0.18238254,rotation_vector,travel,0.416593074798584
,,,continuous,walk,0.72143185,0.9631818,2.1397083,,,,,gyroscope,travel,0.4190361499786377
-1.2784929,-4.972322,3.9819326,continuous,walk,,,,,,,,linear_acceleration,travel,0.422213077545166
-1.4690561,-4.6166625,3.46977,continuous,walk,,,,,,,,linear_acceleration,travel,0.4245328903198242
,,,continuous,walk,,,,0.59950954,-0.24228415,0.74161536,0.17858754,rotation_vector,travel,0.42754507064819336
,,,continuous,walk,1.1995866,1.1071932,2.3585508,,,,,gyroscope,travel,0.43084096908569336
,,,continuous,walk,0.28970283,0.79351395,1.8894062,,,,,gyroscope,travel,0.43241286277770996
,,,continuous,walk,-0.01740966,0.63056564,1.5838208,,,,,gyroscope,travel,0.43358683586120605
,,,continuous,walk,,,,0.57253873,-0.1929945,0.7722691,0.19634934,rotation_vector,travel,0.4371459484100342
-0.79031086,-6.4373837,5.1215754,continuous,walk,,,,,,,,linear_acceleration,travel,0.43800902366638184
,,,continuous,walk,,,,0.5808708,-0.2053948,0.7647471,0.18858397,rotation_vector,travel,0.4389517307281494
-0.26973152,-6.8234415,5.8003807,continuous,walk,,,,,,,,linear_acceleration,travel,0.5378799438476562
,,,continuous,walk,,,,0.55989444,-0.1805425,0.7801634,0.21276213,rotation_vector,travel,0.5378890037536621
,,,continuous,walk,-0.30787608,0.46838093,1.1937834,,,,,gyroscope,travel,0.5404248237609863
,,,continuous,walk,,,,0.56548494,-0.18434459,0.77750474,0.20427991,rotation_vector,travel,0.5424518585205078
,,,continuous,walk,-0.66767573,0.28420505,0.768163,,,,,gyroscope,travel,0.543687105178833
-0.52325535,-6.8269677,5.5638447,continuous,walk,,,,,,,,linear_acceleration,travel,0.5461909770965576
,,,continuous,walk,-1.2450961,0.017562376,-0.071776666,,,,,gyroscope,travel,0.5492970943450928
0.54862595,-6.7640767,5.472494,continuous,walk,,,,,,,,linear_acceleration,travel,0.5529179573059082
,,,continuous,walk,,,,0.554678,-0.18582433,0.7779645,0.22928771,rotation_vector,travel,0.554973840713501
,,,continuous,walk,-1.0261009,0.1226312,0.3463606,,,,,gyroscope,travel,0.557898998260498
0.14129162,-6.6670923,5.6657705,continuous,walk,,,,,,,,linear_acceleration,travel,0.5595288276672363
,,,continuous,walk,,,,0.5565263,-0.17945443,0.7808128,0.22001356,rotation_vector,travel,0.5618820190429688
,,,continuous,walk,-1.0158689,-0.08002335,-0.8367327,,,,,gyroscope,travel,0.5651700496673584
,,,continuous,walk,,,,0.5546982,-0.19320399,0.7744829,0.23485826,rotation_vector,travel,0.5677099227905273
,,,continuous,walk,,,,0.5547397,-0.20472886,0.7699713,0.23977952,rotation_vector,travel,0.5709779262542725
0.6208067,-7.497118,5.1828356,continuous,walk,,,,,,,,linear_acceleration,travel,0.5729019641876221
,,,continuous,walk,-1.2183707,-0.035888333,-0.47158796,,,,,gyroscope,travel,0.5738217830657959
0.778368,-7.156577,5.349283,continuous,walk,,,,,,,,linear_acceleration,travel,0.5746138095855713
-0.46765423,-6.951236,4.538965,continuous,walk,,,,,,,,linear_acceleration,travel,0.6774618625640869
,,,continuous,walk,-0.78022766,-0.15057829,-1.134224,,,,,gyroscope,travel,0.677480936050415
,,,continuous,walk,,,,0.55655414,-0.21658266,0.765222,0.24036382,rotation_vector,travel,0.6774890422821045
0.08224869,-7.450024,4.950922,continuous,walk,,,,,,,,linear_acceleration,travel,0.6864919662475586
,,,continuous,walk,-0.6186538,-0.27977628,-1.3548992,,,,,gyroscope,travel,0.6865057945251465
,,,continuous,walk,-0.14645495,-0.8953757,-2.3889413,,,,,gyroscope,travel,0.6889188289642334
,,,continuous,walk,,,,0.6075436,-0.31908447,0.6990443,0.20102988,rotation_vector,travel,0.6889288425445557
,,,continuous,walk,,,,0.5599023,-0.22953135,0.759502,0.23870829,rotation_vector,travel,0.6889350414276123
,,,continuous,walk,-0.5739079,-0.4250095,-1.5462526,,,,,gyroscope,travel,0.691032886505127
,,,continuous,walk,-0.57009,-0.5647449,-1.7321084,,,,,gyroscope,travel,0.6940090656280518
-0.8142195,-6.3222947,4.10226,continuous,walk,,,,,,,,linear_acceleration,travel,0.6970820426940918
-0.9346018,-5.8136015,3.6388497,continuous,walk,,,,,,,,linear_acceleration,travel,0.6987948417663574
,,,continuous,walk,,,,0.57181436,-0.25532824,0.74504757,0.22965218,rotation_vector,travel,0.7007589340209961
,,,continuous,walk,,,,0.56547886,-0.24085662,0.7534228,0.23361504,rotation_vector,travel,0.704279899597168
-0.8822613,-5.286621,3.271343,continuous,walk,,,,,,,,linear_acceleration,travel,0.7074918746948242
,,,continuous,walk,,,,0.57936174,-0.27069366,0.7352099,0.22479188,rotation_vector,travel,0.7091801166534424
-0.7918005,-4.7003474,3.0050445,continuous,walk,,,,,,,,linear_acceleration,travel,0.7109308242797852
,,,continuous,walk,-0.5702427,-0.68233645,-1.9272798,,,,,gyroscope,travel,0.7128078937530518
,,,continuous,walk,,,,0.5878009,-0.28728518,0.7238663,0.21903183,rotation_vector,travel,0.7160129547119141
,,,continuous,walk,-0.5403103,-0.7695375,-2.1050417,,,,,gyroscope,travel,0.7183480262756348
,,,continuous,walk,-0.42363504,-0.8405506,-2.250733,,,,,gyroscope,travel,0.7213490009307861
,,,continuous,walk,,,,0.59744054,-0.30257678,0.7122537,0.21025431,rotation_vector,travel,0.7237899303436279
-0.6674843,-4.2867126,2.8288703,continuous,walk,,,,,,,,linear_acceleration,travel,0.7259278297424316
-0.5153427,-3.5331419,2.6998806,continuous,walk,,,,,,,,linear_acceleration,travel,0.7281248569488525
,,,continuous,walk,0.022602014,-0.905455,-2.5462391,,,,,gyroscope,travel,0.828563928604126
,,,continuous,walk,,,,0.6298762,-0.34978786,0.67116416,0.17447992,rotation_vector,travel,0.8285930156707764
,,,continuous,walk,,,,0.6189236,-0.33351883,0.6857915,0.18811941,rotation_vector,travel,0.8285977840423584
,,,continuous,walk,0.45081854,-1.176221,-2.2779164,,,,,gyroscope,travel,0.828603982925415
-4.724906,0.5393648,-1.2610763,continuous,walk,,,,,,,,linear_acceleration,travel,0.8286089897155762
,,,continuous,walk,,,,0.685839,-0.40385482,0.5965517,0.103209995,rotation_vector,travel,0.8286139965057373
-1.5644693,-2.0286574,1.6049277,continuous,walk,,,,,,,,linear_acceleration,travel,0.8286190032958984
-0.591815,-2.6972983,2.2141242,continuous,walk,,,,,,,,linear_acceleration,travel,0.8304500579833984
,,,continuous,walk,-0.0016798794,-0.86574876,-2.7073548,,,,,gyroscope,travel,0.8333170413970947
,,,continuous,walk,0.33215797,-0.9857838,-2.5320365,,,,,gyroscope,travel,0.8345088958740234
,,,continuous,walk,,,,0.6511437,-0.37820026,0.64242935,0.142341,rotation_vector,travel,0.8364849090576172
-5.0824594,-1.088043,-0.044083595,continuous,walk,,,,,,,,linear_acceleration,travel,0.8395099639892578
-3.410349,-1.6009517,0.7887012,continuous,walk,,,,,,,,linear_acceleration,travel,0.8414571285247803
,,,continuous,walk,0.116675265,-0.8549059,-2.6833782,,,,,gyroscope,travel,0.844836950302124
,,,continuous,walk,,,,0.64052206,-0.36395565,0.65763855,0.15741444,rotation_vector,travel,0.8475768566131592
-5.5396814,-0.3070624,-0.7538643,continuous,walk,,,,,,,,linear_acceleration,travel,0.8498249053955078
,,,continuous,walk,0.311694,-1.2774719,-2.035403,,,,,gyroscope,travel,0.8518579006195068
,,,continuous,walk,,,,0.6751472,-0.39676744,0.6112112,0.11477285,rotation_vector,travel,0.8548409938812256
,,,continuous,walk,,,,0.6631479,-0.38802883,0.6273944,0.12666804,rotation_vector,travel,0.8573999404907227
-3.4085598,1.3727684,-1.5021315,continuous,walk,,,,,,,,linear_acceleration,travel,0.8594379425048828
,,,continuous,walk,,,,0.6937461,-0.41500214,0.5806283,0.096748985,rotation_vector,travel,0.8614029884338379
,,,continuous,walk,-0.020005837,-1.2542591,-1.8941404,,,,,gyroscope,travel,0.9765639305114746
,,,continuous,walk,-0.5862779,-0.48991394,-1.6551393,,,,,gyroscope,travel,0.9765727519989014
,,,continuous,walk,0.7089091,0.2507602,-1.094976,,,,,gyroscope,travel,0.9765779972076416
,,,continuous,walk,-0.3491095,-1.1163563,-1.8339702,,,,,gyroscope,travel,0.9765820503234863
-2.1596088,1.9147973,-1.4810258,continuous,walk,,,,,,,,linear_acceleration,travel,0.9784040451049805
,,,continuous,walk,-0.6058256,-0.7318166,-1.727985,,,,,gyroscope,travel,0.9808187484741211
-1.2645044,2.2531776,-1.3330919,continuous,walk,,,,,,,,linear_acceleration,travel,0.9861459732055664
,,,continuous,walk,,,,0.7010885,-0.4386051,0.55529386,0.088029325,rotation_vector,travel,0.988152027130127
-0.44207,2.698049,-1.2672712,continuous,walk,,,,,,,,linear_acceleration,travel,0.9900188446044922
,,,continuous,walk,,,,0.6981024,-0.42596692,0.56806886,0.09221211,rotation_vector,travel,0.9918889999389648
,,,continuous,walk,-0.5354234,-0.93523467,-1.7858646,,,,,gyroscope,travel,0.9941329956054688
,,,continuous,walk,-0.35796702,-0.22082779,-1.5300647,,,,,gyroscope,travel,0.9966907501220703
0.29312992,3.1372569,-1.3011107,continuous,walk,,,,,,,,linear_acceleration,travel,0.9991037845611572
,,,continuous,walk,,,,0.7030572,-0.45102397,0.5437531,0.081366844,rotation_vector,travel,1.0010929107666016
0.8001375,3.2337904,-1.2615359,continuous,walk,,,,,,,,linear_acceleration,travel,1.0042228698730469
,,,continuous,walk,,,,0.7037543,-0.46291015,0.5337492,0.074538216,rotation_vector,travel,1.008059024810791
,,,continuous,walk,0.1375974,0.044135015,-1.3416128,,,,,gyroscope,travel,1.0100839138031006
,,,continuous,walk,,,,0.704496,-0.46970287,0.5283021,0.062940896,rotation_vector,travel,1.0120089054107666
0.99381924,3.178556,-1.2224315,continuous,walk,,,,,,,,linear_acceleration,travel,1.014503002166748
,,,continuous,walk,,,,0.70638484,-0.4728826,0.52419615,0.051194802,rotation_vector,travel,1.0157270431518555
0.84281874,3.374166,-1.3162318,continuous,walk,,,,,,,,linear_acceleration,travel,1.0190167427062988
,,,continuous,walk,,,,0.71697086,-0.45440012,0.52852225,0.011733861,rotation_vector,travel,1.1156330108642578
,,,continuous,walk,1.1045971,0.34788775,-0.77564615,,,,,gyroscope,travel,1.1156468391418457
,,,continuous,walk,1.2345587,0.3817908,-0.41065416,,,,,gyroscope,travel,1.1198320388793945
,,,continuous,walk,,,,0.70957845,-0.46856883,0.5251291,0.03436979,rotation_vector,travel,1.1223819255828857
0.48782063,3.9160593,-1.535872,continuous,walk,,,,,,,,linear_acceleration,travel,1.124553918838501
,,,continuous,walk,,,,0.71344703,-0.46289414,0.52557594,0.02218919,rotation_vector,travel,1.1269149780273438
0.11043215,4.3543863,-1.72295,continuous,walk,,,,,,,,linear_acceleration,travel,1.1289830207824707
,,,continuous,walk,1.1824824,0.39828414,0.027488936,,,,,gyroscope,travel,1.1308419704437256
-0.5592737,4.626484,-1.8568351,continuous,walk,,,,,,,,linear_acceleration,travel,1.1331160068511963
-1.395194,4.930557,-2.2354915,continuous,walk,,,,,,,,linear_acceleration,travel,1.135580062866211
,,,continuous,walk,,,,0.7174447,-0.4425961,0.5378096,0.011946069,rotation_vector,travel,1.1378841400146484
,,,continuous,walk,0.906524,0.32162055,0.5467244,,,,,gyroscope,travel,1.1399719715118408
,,,continuous,walk,0.34315357,0.17623462,1.0850494,,,,,gyroscope,travel,1.142137050628662
-1.8723269,4.9987955,-2.7218082,continuous,walk,,,,,,,,linear_acceleration,travel,1.1446659564971924
,,,continuous,walk,-0.37766743,0.053603426,1.5922203,,,,,gyroscope,travel,1.147157907485962
,,,continuous,walk,,,,0.71190417,-0.42093968,0.56113833,0.033555903,rotation_vector,travel,1.1500639915466309
-1.7277899,4.7607026,-2.799879,continuous,walk,,,,,,,,linear_acceleration,travel,1.151413917541504
,,,continuous,walk,,,,0.71512794,-0.42990986,0.55078435,0.020150686,rotation_vector,travel,1.152583122253418
,,,continuous,walk,,,,0.7020094,-0.4109556,0.57849985,0.06030205,rotation_vector,travel,1.2621898651123047
,,,continuous,walk,-1.0986412,-0.038331795,2.011121,,,,,gyroscope,travel,1.2622020244598389
,,,continuous,walk,-1.6076446,0.10262536,2.3075435,,,,,gyroscope,travel,1.262206792831421
,,,continuous,walk,-0.59650993,0.57910025,2.718503,,,,,gyroscope,travel,1.2622120380401611
,,,continuous,walk,,,,0.6621547,-0.39007458,0.6200621,0.15784782,rotation_vector,travel,1.2622158527374268
-2.7321644,-3.0903487,1.6465081,continuous,walk,,,,,,,,linear_acceleration,travel,1.2622199058532715
,,,continuous,walk,0.84772825,1.1542299,2.814409,,,,,gyroscope,travel,1.2622251510620117
,,,continuous,walk,,,,0.694442,-0.40813673,0.5865634,0.084368736,rotation_vector,travel,1.2622289657592773
0.046239853,3.157683,-1.4123445,continuous,walk,,,,,,,,linear_acceleration,travel,1.2650868892669678
-0.7476015,4.110312,-2.1615674,continuous,walk,,,,,,,,linear_acceleration,travel,1.2671809196472168
,,,continuous,walk,-1.6748397,0.26206118,2.475226,,,,,gyroscope,travel,1.26851487159729
-0.025740623,1.6288209,-0.38018158,continuous,walk,,,,,,,,linear_acceleration,travel,1.2710068225860596
,,,continuous,walk,,,,0.67230654,-0.40024993,0.6075621,0.13664582,rotation_vector,travel,1.2736859321594238
,,,continuous,walk,,,,0.6834467,-0.40513927,0.59700805,0.111104295,rotation_vector,travel,1.2771639823913574
-0.3481531,0.5285268,0.45040923,continuous,walk,,,,,,,,linear_acceleration,travel,1.2806429862976074
,,,continuous,walk,-1.2380711,0.38255435,2.6225972,,,,,gyroscope,travel,1.2841379642486572
-0.31716537,-0.281533,0.93963814,continuous,walk,,,,,,,,linear_acceleration,travel,1.2870759963989258
,,,continuous,walk,,,,0.6522775,-0.37541193,0.6349556,0.17444605,rotation_vector,travel,1.289517879486084
-0.604331,-1.1178715,1.2693653,continuous,walk,,,,,,,,linear_acceleration,travel,1.291712999343872
,,,continuous,walk,0.11362094,0.8680395,2.7759244,,,,,gyroscope,travel,1.2935199737548828
,,,continuous,walk,1.3901765,1.3741413,2.840676,,,,,gyroscope,travel,1.2949368953704834
-1.5480309,-2.1995587,1.4500922,continuous,walk,,,,,,,,linear_acceleration,travel,1.2972078323364258
,,,continuous,walk,,,,0.6426695,-0.3553565,0.6531354,0.18469404,rotation_vector,travel,1.3974809646606445
,,,continuous,walk,,,,0.633035,-0.3313029,0.6733122,0.19014697,rotation_vector,travel,1.3985388278961182
,,,continuous,walk,1.4506522,1.4698945,2.815936,,,,,gyroscope,travel,1.4002437591552734
,,,continuous,walk,,,,0.62289536,-0.303556,0.69523156,0.19107139,rotation_vector,travel,1.4022650718688965
-3.8884087,-4.051826,2.719077,continuous,walk,,,,,,,,linear_acceleration,travel,1.4043529033660889
,,,continuous,walk,,,,0.61127156,-0.27860212,0.71479774,0.19440226,rotation_vector,travel,1.5493979454040527
-3.6568928,-3.5617652,2.0609064,continuous,walk,,,,,,,,linear_acceleration,travel,1.552577018737793
,,,continuous,walk,0.9083566,1.227381,2.232865,,,,,gyroscope,travel,1.552588939666748
,,,continuous,walk,,,,0.5994341,-0.25609285,0.73170227,0.19926642,rotation_vector,travel,1.5525968074798584
-1.0406742,-5.9566536,4.534978,continuous,walk,,,,,,,,linear_acceleration,travel,1.5526039600372314
,,,continuous,walk,1.0227411,1.2565498,1.869095,,,,,gyroscope,travel,1.552609920501709
,,,continuous,walk,,,,0.5663385,-0.2010441,0.772936,0.20349917,rotation_vector,travel,1.5526151657104492
,,,continuous,walk,0.8523097,0.9466884,0.7360926,,,,,gyroscope,travel,1.5526199340820312
,,,continuous,walk,1.0877982,1.1505647,1.0699304,,,,,gyroscope,travel,1.5526249408721924
,,,continuous,walk,,,,0.54891306,-0.17724201,0.7935435,0.19382547,rotation_vector,travel,1.55263090133667
,,,continuous,walk,1.1754575,1.395827,2.7111726,,,,,gyroscope,travel,1.5526368618011475
,,,continuous,walk,,,,0.5962918,-0.186121,0.7595852,0.18117763,rotation_vector,travel,1.5651030540466309
,,,continuous,walk,-0.63270366,-0.43310347,-0.2883284,,,,,gyroscope,travel,1.5651118755340576
,,,continuous,walk,,,,0.6195362,-0.21411002,0.7307504,0.19061944,rotation_vector,travel,1.5651168823242188
,,,continuous,walk,-0.8388707,-0.30558532,-0.111177474,,,,,gyroscope,travel,1.5651218891143799
,,,continuous,walk,,,,0.6004399,-0.1967653,0.7503858,0.19410433,rotation_vector,travel,1.5651259422302246
0.46918106,-4.5189123,3.536963,continuous,walk,,,,,,,,linear_acceleration,travel,1.5651309490203857
,,,continuous,walk,0.923781,1.2641857,2.5230262,,,,,gyroscope,travel,1.5651359558105469
,,,continuous,walk,,,,0.58792967,-0.23594168,0.7463867,0.20390497,rotation_vector,travel,1.5672919750213623
-1.8744345,-5.660414,3.9523,continuous,walk,,,,,,,,linear_acceleration,travel,1.5697240829467773
-3.1171083,-4.897244,3.4087033,continuous,walk,,,,,,,,linear_acceleration,travel,1.571293830871582
,,,continuous,walk,1.1316279,1.2466233,1.473407,,,,,gyroscope,travel,1.5739717483520508
,,,continuous,walk,,,,0.57689524,-0.21726365,0.7601688,0.20526034,rotation_vector,travel,1.5754339694976807
-0.6663923,-6.1368465,4.964241,continuous,walk,,,,,,,,linear_acceleration,travel,1.576657772064209
,,,continuous,walk,,,,0.55689573,-0.18729246,0.78435946,0.19891965,rotation_vector,travel,1.5782840251922607
-0.41902447,-5.259856,6.1011667,continuous,walk,,,,,,,,linear_acceleration,travel,1.579913854598999
-0.52216434,-5.9956264,5.5616536,continuous,walk,,,,,,,,linear_acceleration,travel,1.582087755203247
,,,continuous,walk,0.48273626,0.6563747,0.52198434,,,,,gyroscope,travel,1.5843639373779297
,,,continuous,walk,0.028863383,0.33383787,0.34254268,,,,,gyroscope,travel,1.586540937423706
,,,continuous,walk,,,,0.54637235,-0.17155293,0.79758,0.18950723,rotation_vector,travel,1.5882458686828613
-0.15054703,-4.297649,6.348014,continuous,walk,,,,,,,,linear_acceleration,travel,1.590224027633667
0.7782192,-3.4001985,5.3090315,continuous,walk,,,,,,,,linear_acceleration,travel,1.591792106628418
,,,continuous,walk,-0.7367035,-0.16203201,0.06582073,,,,,gyroscope,travel,1.593918800354004
1.3517046,-3.573448,5.1386476,continuous,walk,,,,,,,,linear_acceleration,travel,1.5960490703582764
,,,continuous,walk,,,,0.5960915,-0.18948412,0.75697464,0.18910348,rotation_vector,travel,1.5990209579467773
,,,continuous,walk,-0.40561453,0.053145275,0.20357084,,,,,gyroscope,travel,1.600583791732788
,,,continuous,walk,,,,0.5962241,-0.18660575,0.75891966,0.18367396,rotation_vector,travel,1.6020808219909668
1.6824665,-4.1616807,4.838134,continuous,walk,,,,,,,,linear_acceleration,travel,1.6035799980163574
1.615202,-4.85781,4.435572,continuous,walk,,,,,,,,linear_acceleration,travel,1.6058380603790283
1.243042,-4.8799872,4.0916877,continuous,walk,,,,,,,,linear_acceleration,travel,1.6073439121246338
,,,continuous,walk,0.04642576,-0.6217081,-0.6600399,,,,,gyroscope,travel,1.6089179515838623
0.8304415,-4.6748695,4.00119,continuous,walk,,,,,,,,linear_acceleration,travel,1.610733985900879
,,,continuous,walk,,,,0.63070923,-0.22352128,0.7185035,0.18972833,rotation_vector,travel,1.6132299900054932
,,,continuous,walk,-0.2669481,-0.5581781,-0.44944412,,,,,gyroscope,travel,1.614898920059204
,,,continuous,walk,,,,0.63738596,-0.22666673,0.71291935,0.18468176,rotation_vector,travel,1.6973857879638672
-0.054566383,-4.4362583,3.075306,continuous,walk,,,,,,,,linear_acceleration,travel,1.6998779773712158
,,,continuous,walk,,,,0.6249805,-0.21987951,0.72411764,0.1915882,rotation_vector,travel,1.6998980045318604
