accel_x,accel_y,accel_z,collection_mode,gesture,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z,sensor,stance,timestamp
,,,continuous,walk,0.744492,-0.5340489,5.3446126,,,,,gyroscope,travel,8.629355907440186
,,,continuous,walk,-0.36056322,-0.50717086,5.6613464,,,,,gyroscope,travel,8.631341934204102
,,,continuous,walk,,,,0.56568176,-0.31635883,0.7050099,0.28789285,rotation_vector,travel,8.738581895828247
,,,continuous,walk,,,,0.55450404,-0.21453291,0.7417357,0.3103694,rotation_vector,travel,8.738590955734253
,,,continuous,walk,2.9856038,0.50823987,3.0978503,,,,,gyroscope,travel,8.73859691619873
-7.157877,-6.8170137,1.7867239,continuous,walk,,,,,,,,linear_acceleration,travel,8.73995304107666
,,,continuous,walk,2.3312144,-0.47525316,5.0416236,,,,,gyroscope,travel,8.742722034454346
,,,continuous,walk,,,,0.55912626,-0.26810274,0.7224752,0.3058243,rotation_vector,travel,8.745388984680176
-7.691268,-10.812514,3.8153367,continuous,walk,,,,,,,,linear_acceleration,travel,8.748301029205322
,,,continuous,walk,3.4327571,-0.10644327,4.623639,,,,,gyroscope,travel,8.750586986541748
-6.7039776,-10.667129,4.3125196,continuous,walk,,,,,,,,linear_acceleration,travel,8.751780986785889
,,,continuous,walk,3.453374,0.32986724,3.9718459,,,,,gyroscope,travel,8.752595901489258
,,,continuous,walk,,,,0.5471619,-0.16249515,0.7620144,0.30584833,rotation_vector,travel,8.854440927505493
,,,continuous,walk,,,,0.5203478,-0.060722925,0.80604696,0.27538937,rotation_vector,travel,8.861408948898315
,,,continuous,walk,2.7979155,0.66813385,2.1804836,,,,,gyroscope,travel,8.861429929733276
,,,continuous,walk,2.830444,0.67363167,0.55680364,,,,,gyroscope,travel,8.861434936523438
-3.5259933,-9.605104,4.0437484,continuous,walk,,,,,,,,linear_acceleration,travel,8.861440896987915
-0.39473915,-6.1605554,5.0588865,continuous,walk,,,,,,,,linear_acceleration,travel,8.86144495010376
0.52143,-5.683654,5.0329347,continuous,walk,,,,,,,,linear_acceleration,travel,8.861448764801025
,,,continuous,walk,1.3177891,0.22968534,-0.50518554,,,,,gyroscope,travel,8.86145305633545
,,,continuous,walk,,,,0.5377234,-0.119674034,0.77914816,0.29909837,rotation_vector,travel,8.861457824707031
1.063056,-4.547023,4.652287,continuous,walk,,,,,,,,linear_acceleration,travel,8.871311902999878
-4.927149,-10.027938,3.7115712,continuous,walk,,,,,,,,linear_acceleration,travel,8.871317863464355
1.1794739,-4.5572214,4.2835894,continuous,walk,,,,,,,,linear_acceleration,travel,8.871323108673096
,,,continuous,walk,-0.9787588,-0.5878051,-0.90285885,,,,,gyroscope,travel,8.871327877044678
,,,continuous,walk,,,,0.5749735,-0.098179005,0.7906211,0.1862382,rotation_vector,travel,8.871340990066528
,,,continuous,walk,,,,0.5822466,-0.11737952,0.7788641,0.20144929,rotation_vector,travel,8.87134599685669
,,,continuous,walk,-2.6642888,-1.0261009,-0.84742284,,,,,gyroscope,travel,8.871349811553955
,,,continuous,walk,2.9373455,0.7623598,1.3012956,,,,,gyroscope,travel,8.871354103088379
,,,continuous,walk,,,,0.52861,-0.08650263,0.7930554,0.2900896,rotation_vector,travel,8.874622821807861
-2.4754562,-9.687262,4.7567434,continuous,walk,,,,,,,,linear_acceleration,travel,8.876750946044922
-2.113861,-9.288496,5.6085887,continuous,walk,,,,,,,,linear_acceleration,travel,8.878006935119629
,,,continuous,walk,,,,0.51382685,-0.040801834,0.8181034,0.25499812,rotation_vector,travel,8.880027055740356
,,,continuous,walk,,,,0.5483081,-0.050633404,0.807453,0.21169385,rotation_vector,travel,8.88272500038147
,,,continuous,walk,2.1644483,0.44394633,-0.023518313,,,,,gyroscope,travel,8.884995937347412
-1.8165436,-8.264656,5.808131,continuous,walk,,,,,,,,linear_acceleration,travel,8.887638807296753
,,,continuous,walk,,,,0.5482806,-0.045315664,0.8118407,0.1955749,rotation_vector,travel,8.890272855758667
,,,continuous,walk,,,,0.5496322,-0.046623964,0.81363815,0.18364012,rotation_vector,travel,8.893104076385498
0.79540634,-5.7963934,5.101718,continuous,walk,,,,,,,,linear_acceleration,travel,8.895395040512085
,,,continuous,walk,0.7883216,0.046578474,-0.8025242,,,,,gyroscope,travel,8.898090839385986
0.9505887,-5.361787,4.917471,continuous,walk,,,,,,,,linear_acceleration,travel,8.900384902954102
,,,continuous,walk,,,,0.55223536,-0.050853916,0.8137733,0.17384773,rotation_vector,travel,8.903286933898926
,,,continuous,walk,0.4025602,-0.13255776,-0.9245446,,,,,gyroscope,travel,8.905203819274902
,,,continuous,walk,-0.21365012,-0.34513888,-0.9486737,,,,,gyroscope,travel,8.906839847564697
,,,continuous,walk,,,,0.5561366,-0.057716176,0.81195426,0.167664,rotation_vector,travel,8.909810781478882
,,,continuous,walk,-1.6572775,-0.8072584,-0.8381071,,,,,gyroscope,travel,8.915107011795044
,,,continuous,walk,,,,0.5614093,-0.0680943,0.80749685,0.1677253,rotation_vector,travel,8.917857885360718
,,,continuous,walk,,,,0.5678713,-0.08183788,0.80023974,0.17447384,rotation_vector,travel,8.921108961105347
1.0568085,-4.2791615,4.4443927,continuous,walk,,,,,,,,linear_acceleration,travel,8.924188137054443
,,,continuous,walk,-2.1911736,-0.9433287,-0.8197812,,,,,gyroscope,travel,8.926484823226929
1.326633,-5.04295,3.9484644,continuous,walk,,,,,,,,linear_acceleration,travel,8.928736925125122
1.1436176,-5.3410096,3.37527,continuous,walk,,,,,,,,linear_acceleration,travel,8.930943965911865
,,,continuous,walk,,,,0.60062355,-0.14962916,0.75755703,0.20729122,rotation_vector,travel,8.990358829498291
0.804677,-5.2074013,2.5074434,continuous,walk,,,,,,,,linear_acceleration,travel,8.996859073638916
,,,continuous,walk,-3.3082933,-1.0444268,-0.9851729,,,,,gyroscope,travel,9.004463911056519
-0.66660976,-5.837938,1.232889,continuous,walk,,,,,,,,linear_acceleration,travel,9.00450086593628
,,,continuous,walk,-1.24082,-0.4297437,-1.6812539,,,,,gyroscope,travel,9.010357856750488
,,,continuous,walk,-2.2186625,-0.5335908,-1.5480852,,,,,gyroscope,travel,9.010418891906738
,,,continuous,walk,,,,0.62676024,-0.28575394,0.67591095,0.2620318,rotation_vector,travel,9.010426998138428
,,,continuous,walk,-0.2790127,-0.17608191,-2.2275202,,,,,gyroscope,travel,9.010433912277222
0.49473286,-4.998673,1.792219,continuous,walk,,,,,,,,linear_acceleration,travel,9.010441780090332
,,,continuous,walk,-0.34574974,0.21013765,-3.0077477,,,,,gyroscope,travel,9.010471105575562
,,,continuous,walk,-0.62888575,0.41279218,-3.6526687,,,,,gyroscope,travel,9.0104820728302
,,,continuous,walk,,,,0.65339214,-0.40411606,0.6156151,0.17546234,rotation_vector,travel,9.01048994064331
-2.8398485,-1.7034671,0.9176774,continuous,walk,,,,,,,,linear_acceleration,travel,9.010495901107788
,,,continuous,walk,-3.0508137,-1.0667235,-0.89629203,,,,,gyroscope,travel,9.010503053665161
,,,continuous,walk,,,,0.6173271,-0.18633372,0.73417014,0.21255827,rotation_vector,travel,9.012104749679565
,,,continuous,walk,-3.3437235,-0.9462303,-1.1491902,,,,,gyroscope,travel,9.013768911361694
,,,continuous,walk,-2.9929342,-0.75991637,-1.3542882,,,,,gyroscope,travel,9.016839027404785
,,,continuous,walk,,,,0.6204778,-0.21298923,0.71813893,0.23220587,rotation_vector,travel,9.019751071929932
0.052807808,-5.3159018,1.4055243,continuous,walk,,,,,,,,linear_acceleration,travel,9.021924018859863
,,,continuous,walk,,,,0.6224044,-0.24006067,0.70207757,0.24913995,rotation_vector,travel,9.02366304397583
,,,continuous,walk,,,,0.623975,-0.26520914,0.6876444,0.2597392,rotation_vector,travel,9.02629804611206
-2.991065,-6.5064383,1.7390746,continuous,walk,,,,,,,,linear_acceleration,travel,9.028433799743652
-1.9437408,-6.434166,1.4049072,continuous,walk,,,,,,,,linear_acceleration,travel,9.030322074890137
,,,continuous,walk,-0.52671856,-0.3726278,-1.8593211,,,,,gyroscope,travel,9.033438920974731
,,,continuous,walk,,,,0.63194245,-0.30123645,0.6662008,0.2570639,rotation_vector,travel,9.036829948425293
-2.5269384,-5.5488124,1.7741433,continuous,walk,,,,,,,,linear_acceleration,travel,9.038866758346558
,,,continuous,walk,,,,0.6381723,-0.31579545,0.6572816,0.24696213,rotation_vector,travel,9.041534900665283
-1.6041565,-4.3360167,1.4304615,continuous,walk,,,,,,,,linear_acceleration,travel,9.043516159057617
,,,continuous,walk,,,,0.6436776,-0.33328417,0.648411,0.2327317,rotation_vector,travel,9.045104026794434
,,,continuous,walk,,,,0.6481637,-0.35372248,0.63896096,0.21562278,rotation_vector,travel,9.047537088394165
-1.8494625,-2.8889298,0.93864465,continuous,walk,,,,,,,,linear_acceleration,travel,9.050258874893188
,,,continuous,walk,-0.2501493,0.04627304,-2.6332874,,,,,gyroscope,travel,9.05307388305664
-1.5187559,-3.388478,0.96827114,continuous,walk,,,,,,,,linear_acceleration,travel,9.055633068084717
,,,continuous,walk,-0.5143485,0.32604933,-3.3706017,,,,,gyroscope,travel,9.058567762374878
-2.3729582,-2.4033482,0.9931578,continuous,walk,,,,,,,,linear_acceleration,travel,9.060781002044678
,,,continuous,walk,,,,0.65145874,-0.3775437,0.6281,0.19634871,rotation_vector,travel,9.063045024871826
,,,continuous,walk,-0.6565274,0.47968194,-3.8528798,,,,,gyroscope,travel,9.14024806022644
,,,continuous,walk,-0.52488595,0.5363397,-3.9209912,,,,,gyroscope,travel,9.153596878051758
,,,continuous,walk,-0.19318613,0.5954409,-3.8391354,,,,,gyroscope,travel,9.157781839370728
,,,continuous,walk,,,,0.6534016,-0.50710064,0.5569833,0.07539891,rotation_vector,travel,9.160039901733398
-2.937234,-0.8034289,0.87085116,continuous,walk,,,,,,,,linear_acceleration,travel,9.160048007965088
,,,continuous,walk,,,,0.65497077,-0.5232405,0.5430667,0.04807523,rotation_vector,travel,9.16005277633667
-2.7079916,-0.025290012,0.9657098,continuous,walk,,,,,,,,linear_acceleration,travel,9.160057067871094
-2.5410914,2.9634318,0.4921677,continuous,walk,,,,,,,,linear_acceleration,travel,9.160061836242676
,,,continuous,walk,,,,0.6633069,-0.5162827,0.5402777,0.039702717,rotation_vector,travel,9.16006588935852
,,,continuous,walk,,,,0.65381557,-0.46018192,0.58665913,0.12879817,rotation_vector,travel,9.16007113456726
,,,continuous,walk,0.9669997,0.11560625,-2.1029036,,,,,gyroscope,travel,9.160074949264526
,,,continuous,walk,,,,0.65407944,-0.43217775,0.6016762,0.15293223,rotation_vector,travel,9.160079002380371
0.20689058,4.2199397,-0.6455967,continuous,walk,,,,,,,,linear_acceleration,travel,9.160082817077637
,,,continuous,walk,,,,0.6745132,-0.5182638,0.5256244,0.012394016,rotation_vector,travel,9.174072980880737
,,,continuous,walk,0.7797695,-0.3755294,0.3565926,,,,,gyroscope,travel,9.174082040786743
,,,continuous,walk,,,,0.685722,-0.50929576,0.51996815,0.006031453,rotation_vector,travel,9.174089908599854
-2.5872774,0.6012144,1.0260669,continuous,walk,,,,,,,,linear_acceleration,travel,9.174097776412964
,,,continuous,walk,1.1293371,-0.25305092,1.2533427,,,,,gyroscope,travel,9.174104928970337
2.0075493,4.238789,-0.66397876,continuous,walk,,,,,,,,linear_acceleration,travel,9.174112796783447
2.0492816,3.9002805,-0.69527,continuous,walk,,,,,,,,linear_acceleration,travel,9.174119710922241
,,,continuous,walk,0.2182316,0.5707009,-3.6076174,,,,,gyroscope,travel,9.174127101898193
,,,continuous,walk,1.3846788,-0.13103059,1.6339118,,,,,gyroscope,travel,9.174134016036987
,,,continuous,walk,,,,0.65328825,-0.48581865,0.571505,0.10284362,rotation_vector,travel,9.174141883850098
,,,continuous,walk,,,,0.718646,-0.42536137,0.5494259,0.027329804,rotation_vector,travel,9.17414903640747
,,,continuous,walk,1.8478674,0.14813483,2.3426683,,,,,gyroscope,travel,9.174153804779053
,,,continuous,walk,,,,0.7245498,-0.3973757,0.5621029,0.034067653,rotation_vector,travel,9.17416000366211
-2.69272,1.3586249,0.91776776,continuous,walk,,,,,,,,linear_acceleration,travel,9.174165964126587
-4.141303,-0.678318,-2.2872698,continuous,walk,,,,,,,,linear_acceleration,travel,9.17942500114441
-1.8747406,0.3821783,-2.432412,continuous,walk,,,,,,,,linear_acceleration,travel,9.179431915283203
,,,continuous,walk,0.8414669,0.2968805,-2.7246118,,,,,gyroscope,travel,9.179436922073364
-2.7509885,2.2366166,0.72528774,continuous,walk,,,,,,,,linear_acceleration,travel,9.181692838668823
,,,continuous,walk,0.5841399,0.44913867,-3.2360587,,,,,gyroscope,travel,9.183950901031494
,,,continuous,walk,,,,0.6581745,-0.5331018,0.5310419,0.024559982,rotation_vector,travel,9.18629002571106
-1.6316471,2.9446635,0.14514422,continuous,walk,,,,,,,,linear_acceleration,travel,9.18944501876831
,,,continuous,walk,,,,0.66886324,-0.5187646,0.5319421,0.023295486,rotation_vector,travel,9.190976858139038
-1.154643,3.5762827,-0.19399124,continuous,walk,,,,,,,,linear_acceleration,travel,9.192627906799316
,,,continuous,walk,0.945314,-0.07223482,-1.4381295,,,,,gyroscope,travel,9.19388484954834
,,,continuous,walk,0.75884736,-0.32574388,-0.18509217,,,,,gyroscope,travel,9.198614835739136
-0.47178698,3.98203,-0.5318334,continuous,walk,,,,,,,,linear_acceleration,travel,9.200325965881348
,,,continuous,walk,,,,0.7012749,-0.24043904,0.6577804,0.13314511,rotation_vector,travel,9.2026207447052
,,,continuous,walk,0.8355109,-0.2191479,-0.7912232,,,,,gyroscope,travel,9.202627897262573
,,,continuous,walk,,,,0.6800392,-0.51519996,0.5216002,0.006995204,rotation_vector,travel,9.206223964691162
0.957531,4.336397,-0.6547582,continuous,walk,,,,,,,,linear_acceleration,travel,9.213585138320923
,,,continuous,walk,1.0642799,0.8550586,2.694832,,,,,gyroscope,travel,9.213596820831299
,,,continuous,walk,,,,0.6917692,-0.50019276,0.5207656,0.008115833,rotation_vector,travel,9.213603019714355
,,,continuous,walk,,,,0.6580239,-0.12697649,0.70944196,0.21811374,rotation_vector,travel,9.213607788085938
,,,continuous,walk,,,,0.6611563,-0.13946964,0.70327395,0.22096673,rotation_vector,travel,9.213613033294678
1.3228521,-4.5534363,3.0238953,continuous,walk,,,,,,,,linear_acceleration,travel,9.213617086410522
0.6932392,-3.1138556,2.9449153,continuous,walk,,,,,,,,linear_acceleration,travel,9.213621854782104
,,,continuous,walk,,,,0.6489809,-0.114544064,0.7197297,0.21838611,rotation_vector,travel,9.213644027709961
,,,continuous,walk,0.06337727,0.99204516,0.42760566,,,,,gyroscope,travel,9.21364974975586
,,,continuous,walk,0.91232723,-0.34406984,0.83092946,,,,,gyroscope,travel,9.2136549949646
1.5937147,4.345868,-0.6608299,continuous,walk,,,,,,,,linear_acceleration,travel,9.217724084854126
,,,continuous,walk,,,,0.7050298,-0.4706681,0.5302187,0.016514434,rotation_vector,travel,9.219974040985107
,,,continuous,walk,,,,0.6982224,-0.48738414,0.5242154,0.0118523855,rotation_vector,travel,9.221500873565674
,,,continuous,walk,1.640784,0.008399397,1.9914207,,,,,gyroscope,travel,9.223573923110962
1.0768428,2.9555943,-1.094861,continuous,walk,,,,,,,,linear_acceleration,travel,9.22496771812439
1.7450991,3.4572878,-0.8184742,continuous,walk,,,,,,,,linear_acceleration,travel,9.227527856826782
,,,continuous,walk,,,,0.7119752,-0.44993952,0.538681,0.021646839,rotation_vector,travel,9.229268789291382
,,,continuous,walk,1.9269744,0.25121832,2.678186,,,,,gyroscope,travel,9.231581926345825
0.40296698,2.4640706,-1.3806697,continuous,walk,,,,,,,,linear_acceleration,travel,9.233627080917358
,,,continuous,walk,1.8359555,0.3903429,2.9417744,,,,,gyroscope,travel,9.235167980194092
,,,continuous,walk,,,,0.7270744,-0.3662837,0.5789874,0.0444152,rotation_vector,travel,9.237931966781616
-0.31646633,1.8164387,-1.5021504,continuous,walk,,,,,,,,linear_acceleration,travel,9.24037790298462
,,,continuous,walk,1.5457945,0.48533243,3.157868,,,,,gyroscope,travel,9.241613864898682
,,,continuous,walk,,,,0.7284042,-0.33585957,0.5946191,0.05526103,rotation_vector,travel,9.24636197090149
-1.1384783,1.2991946,-1.9249663,continuous,walk,,,,,,,,linear_acceleration,travel,9.247642993927002
,,,continuous,walk,1.0170907,0.5222898,3.2840116,,,,,gyroscope,travel,9.250283002853394
-1.3191271,0.990608,-2.3010564,continuous,walk,,,,,,,,linear_acceleration,travel,9.254281759262085
,,,continuous,walk,,,,0.7274973,-0.30719414,0.6095452,0.069528654,rotation_vector,travel,9.256377935409546
,,,continuous,walk,0.39461896,0.8032878,3.3669364,,,,,gyroscope,travel,9.258596897125244
,,,continuous,walk,,,,0.7134604,-0.26110083,0.6410204,0.10905761,rotation_vector,travel,9.259931087493896
,,,continuous,walk,,,,0.7229562,-0.28233284,0.6244347,0.08777186,rotation_vector,travel,9.26267695426941
,,,continuous,walk,-0.052687127,1.0885619,3.507741,,,,,gyroscope,travel,9.265305995941162
-6.4784355,-4.0399237,0.11642152,continuous,walk,,,,,,,,linear_acceleration,travel,9.26744794845581
,,,continuous,walk,,,,0.6899945,-0.21780577,0.6714909,0.1599007,rotation_vector,travel,9.270066022872925
,,,continuous,walk,-0.23335053,0.96745783,3.7357464,,,,,gyroscope,travel,9.273689031600952
,,,continuous,walk,-0.20586158,0.551764,3.9449677,,,,,gyroscope,travel,9.276803970336914
-6.6396294,-2.0902355,-1.354878,continuous,walk,,,,,,,,linear_acceleration,travel,9.280466794967651
-0.79018974,-7.5341306,2.1391995,continuous,walk,,,,,,,,linear_acceleration,travel,9.28352975845337
,,,continuous,walk,,,,0.67091775,-0.16521227,0.69216305,0.20852971,rotation_vector,travel,9.285826921463013
-3.7195482,-6.12125,1.4659011,continuous,walk,,,,,,,,linear_acceleration,travel,9.288471937179565
,,,continuous,walk,0.1049161,0.3933972,3.896862,,,,,gyroscope,travel,9.291446924209595
,,,continuous,walk,,,,0.6803638,-0.19224904,0.68204236,0.18698587,rotation_vector,travel,9.294226884841919
,,,continuous,walk,0.6443101,0.53985214,3.4304664,,,,,gyroscope,travel,9.297040939331055
1.2012777,-7.5253725,2.2640057,continuous,walk,,,,,,,,linear_acceleration,travel,9.300091028213501
1.7574854,-6.087484,2.660702,continuous,walk,,,,,,,,linear_acceleration,travel,9.302812099456787
,,,continuous,walk,1.0690142,1.0873401,1.832443,,,,,gyroscope,travel,9.30490779876709
,,,continuous,walk,,,,0.67705274,-0.13489807,0.6946189,0.20225383,rotation_vector,travel,9.307231903076172
-0.14821625,-3.3601077,3.6676674,continuous,walk,,,,,,,,linear_acceleration,travel,9.361479759216309
,,,continuous,walk,0.6626361,1.1068878,1.0703887,,,,,gyroscope,travel,9.361489057540894
,,,continuous,walk,-0.45463645,0.81031275,-0.06093381,,,,,gyroscope,travel,9.36149287223816
-1.0419035,-4.6709733,3.9527047,continuous,walk,,,,,,,,linear_acceleration,travel,9.36149787902832
,,,continuous,walk,-0.45616361,0.24327709,-0.6270532,,,,,gyroscope,travel,9.367211818695068
,,,continuous,walk,-0.47342056,0.10629055,-0.6589709,,,,,gyroscope,travel,9.367220878601074
,,,continuous,walk,-0.68508536,0.60231316,-0.37950003,,,,,gyroscope,travel,9.36722707748413
,,,continuous,walk,,,,0.6703242,-0.13779946,0.7001637,0.20358701,rotation_vector,travel,9.371200799942017
,,,continuous,walk,,,,0.66521317,-0.14564678,0.7029439,0.20530084,rotation_vector,travel,9.37401270866394
-0.8380327,-4.021816,4.000218,continuous,walk,,,,,,,,linear_acceleration,travel,9.380139827728271
,,,continuous,walk,-0.6081163,0.39935315,-0.54382277,,,,,gyroscope,travel,9.383502960205078
-0.7770052,-4.847445,3.5561733,continuous,walk,,,,,,,,linear_acceleration,travel,9.386106014251709
,,,continuous,walk,,,,0.66034824,-0.16321778,0.70369613,0.20521185,rotation_vector,travel,9.38934588432312
,,,continuous,walk,,,,0.6619397,-0.15487893,0.7038294,0.2060889,rotation_vector,travel,9.392233848571777
,,,continuous,walk,,,,0.659962,-0.17099379,0.7027235,0.20344783,rotation_vector,travel,9.394912958145142
0.18807507,-4.0163126,2.8082438,continuous,walk,,,,,,,,linear_acceleration,travel,9.396988153457642
,,,continuous,walk,-0.68218374,-0.039553523,-0.6398814,,,,,gyroscope,travel,9.399735927581787
,,,continuous,walk,,,,0.6607471,-0.17990196,0.70000374,0.20259151,rotation_vector,travel,9.401183843612671
-0.3326807,-4.532774,3.0467145,continuous,walk,,,,,,,,linear_acceleration,travel,9.40330696105957
,,,continuous,walk,-0.8324566,-0.1469131,-0.5871942,,,,,gyroscope,travel,9.543202877044678
1.9077458,-3.1701527,2.6825495,continuous,walk,,,,,,,,linear_acceleration,travel,9.543212890625
,,,continuous,walk,-0.7270824,-0.18478674,-0.5340489,,,,,gyroscope,travel,9.543218851089478
0.8284445,-3.3168554,2.4894125,continuous,walk,,,,,,,,linear_acceleration,travel,9.546205759048462
1.4157944,-3.1815078,2.6233668,continuous,walk,,,,,,,,linear_acceleration,travel,9.549293994903564
,,,continuous,walk,,,,0.68583685,-0.21716172,0.66789496,0.19074865,rotation_vector,travel,9.552134037017822
,,,continuous,walk,,,,0.67892,-0.20364498,0.6785967,0.1926212,rotation_vector,travel,9.554702997207642
,,,continuous,walk,-0.4792238,-0.19364429,-0.4908302,,,,,gyroscope,travel,9.556748867034912
,,,continuous,walk,,,,0.68898904,-0.23000936,0.660308,0.19074406,rotation_vector,travel,9.558136940002441
,,,continuous,walk,,,,0.68754137,-0.22481261,0.663467,0.191201,rotation_vector,travel,9.559697151184082
,,,continuous,walk,-0.3295618,-0.1957823,-0.4437936,,,,,gyroscope,travel,9.561202049255371
2.2409916,-2.9542308,2.4969614,continuous,walk,,,,,,,,linear_acceleration,travel,9.563618898391724
,,,continuous,walk,-0.4972443,-0.22724187,-0.3475823,,,,,gyroscope,travel,9.565767765045166
2.2976809,-2.6586556,2.210112,continuous,walk,,,,,,,,linear_acceleration,travel,9.567270994186401
,,,continuous,walk,-0.37995818,-0.20937407,-0.3914119,,,,,gyroscope,travel,9.569600820541382
,,,continuous,walk,,,,0.690447,-0.2345988,0.6572668,0.19038616,rotation_vector,travel,9.572344064712524
2.083125,-2.7017403,1.8237995,continuous,walk,,,,,,,,linear_acceleration,travel,9.575202941894531
,,,continuous,walk,,,,0.6915686,-0.23969752,0.65397745,0.19128904,rotation_vector,travel,9.577940940856934
,,,continuous,walk,,,,0.69339675,-0.24620378,0.6493847,0.19205275,rotation_vector,travel,9.580156087875366
1.567173,-3.044992,1.4815725,continuous,walk,,,,,,,,linear_acceleration,travel,9.583309888839722
0.88888645,-2.9400096,1.0961782,continuous,walk,,,,,,,,linear_acceleration,travel,9.585080862045288
,,,continuous,walk,,,,0.70222837,-0.26411784,0.6351823,0.18346812,rotation_vector,travel,9.589154958724976
,,,continuous,walk,-0.18967366,-0.24572055,-0.31505376,,,,,gyroscope,travel,9.590039014816284
,,,continuous,walk,-0.4466952,-0.24480425,-0.3294091,,,,,gyroscope,travel,9.590922832489014
,,,continuous,walk,0.46273044,-0.20815234,-0.48502702,,,,,gyroscope,travel,9.672101974487305
0.33262062,-3.0543997,0.8300849,continuous,walk,,,,,,,,linear_acceleration,travel,9.686070919036865
,,,continuous,walk,0.124005646,-0.23487769,-0.36728272,,,,,gyroscope,travel,9.686091899871826
,,,continuous,walk,,,,0.71150804,-0.2650236,0.62833375,0.16945633,rotation_vector,travel,9.686097860336304
,,,continuous,walk,,,,0.7045176,-0.2663814,0.63223374,0.18159431,rotation_vector,travel,9.686102867126465
,,,continuous,walk,1.6840028,-0.44776422,-1.0658071,,,,,gyroscope,travel,9.686108112335205
,,,continuous,walk,,,,0.70752215,-0.26655108,0.6300374,0.17724526,rotation_vector,travel,9.68611192703247
-0.2946911,-3.0874681,0.668798,continuous,walk,,,,,,,,linear_acceleration,travel,9.686116933822632
-1.1807785,-3.1573527,0.7403701,continuous,walk,,,,,,,,linear_acceleration,travel,9.689817905426025
,,,continuous,walk,,,,0.7167927,-0.2613454,0.62693834,0.15765513,rotation_vector,travel,9.692682981491089
,,,continuous,walk,0.8753699,-0.1826487,-0.6374379,,,,,gyroscope,travel,9.694738864898682
-2.2885885,-3.0398526,0.7797966,continuous,walk,,,,,,,,linear_acceleration,travel,9.696263790130615
,,,continuous,walk,1.295798,-0.18112154,-0.8002335,,,,,gyroscope,travel,9.697248935699463
,,,continuous,walk,,,,0.7231603,-0.25586605,0.6255314,0.14241576,rotation_vector,travel,9.700025081634521
,,,continuous,walk,,,,0.73076427,-0.24951178,0.62289184,0.12543182,rotation_vector,travel,9.701859951019287
-3.9460258,-2.259151,0.32172102,continuous,walk,,,,,,,,linear_acceleration,travel,9.70451283454895
,,,continuous,walk,1.5888605,-0.23457226,-0.93386024,,,,,gyroscope,travel,9.706524133682251
-3.528781,-2.7074099,0.47001165,continuous,walk,,,,,,,,linear_acceleration,travel,9.708194017410278
,,,continuous,walk,1.6632334,-0.64919704,-1.2812898,,,,,gyroscope,travel,9.808089971542358
,,,continuous,walk,1.6754507,-0.7021896,-1.6398678,,,,,gyroscope,travel,9.813546895980835
,,,continuous,walk,,,,0.73988736,-0.24366383,0.61769956,0.107898064,rotation_vector,travel,9.817160844802856
,,,continuous,walk,,,,0.7496309,-0.23962344,0.61055684,0.08862589,rotation_vector,travel,9.818911790847778
-2.7196054,-1.6427002,0.3758005,continuous,walk,,,,,,,,linear_acceleration,travel,9.821749925613403
-1.0407009,-1.0136125,0.50017715,continuous,walk,,,,,,,,linear_acceleration,travel,9.95040774345398
,,,continuous,walk,1.6417004,-0.72601336,-2.3021984,,,,,gyroscope,travel,9.955128908157349
,,,continuous,walk,1.7415768,-0.72387534,-2.0247128,,,,,gyroscope,travel,9.95774507522583
-0.6910162,1.3146744,-1.1789618,continuous,walk,,,,,,,,linear_acceleration,travel,10.102663040161133
,,,continuous,walk,,,,0.77302486,-0.23434548,0.58917767,0.0196058,rotation_vector,travel,10.102673053741455
,,,continuous,walk,,,,0.7800961,-0.24057873,0.57754934,-0.0029472946,rotation_vector,travel,10.102679014205933
,,,continuous,walk,,,,0.7690906,-0.23699184,0.5921948,0.04049568,rotation_vector,travel,10.102684020996094
0.09769344,0.5842285,-0.29622245,continuous,walk,,,,,,,,linear_acceleration,travel,10.104991912841797
,,,continuous,walk,,,,0.7594895,-0.23746958,0.602028,0.065926276,rotation_vector,travel,10.106203079223633
-0.023726463,-0.32000518,0.43923736,continuous,walk,,,,,,,,linear_acceleration,travel,10.108835935592651
,,,continuous,walk,0.7872526,-0.8268061,-2.3356433,,,,,gyroscope,travel,10.111708164215088
-2.1082516,1.7824385,-1.8288833,continuous,walk,,,,,,,,linear_acceleration,travel,10.114495992660522
,,,continuous,walk,1.259146,-0.7487681,-2.4097106,,,,,gyroscope,travel,10.119042873382568
,,,continuous,walk,-0.011148291,-1.0103711,-1.8813123,,,,,gyroscope,travel,10.121023893356323
-3.0853748,1.9686918,-2.2249312,continuous,walk,,,,,,,,linear_acceleration,travel,10.122994899749756
,,,continuous,walk,,,,0.79148024,-0.25921395,0.5523462,-0.035787083,rotation_vector,travel,10.12533187866211
,,,continuous,walk,0.3987423,-0.93111134,-2.146275,,,,,gyroscope,travel,10.15956974029541
,,,continuous,walk,,,,0.795688,-0.27120414,0.539726,-0.0449968,rotation_vector,travel,10.159602165222168
-3.1548748,2.3660998,-2.5216854,continuous,walk,,,,,,,,linear_acceleration,travel,10.159607887268066
,,,continuous,walk,,,,0.78615445,-0.24919108,0.56515795,-0.02148454,rotation_vector,travel,10.163111925125122
,,,continuous,walk,-0.54473907,-1.0598512,-1.5861117,,,,,gyroscope,travel,10.165706872940063
