accel_x,accel_y,accel_z,gesture,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z,sample,sensor,stance,timestamp
0.9909444,0.2574234,1.2126063,punch,,,,,,,,7,linear_acceleration,combat,0.04332685470581055
,,,punch,,,,0.054520335,0.45461792,-0.4637835,0.75845563,7,rotation_vector,combat,0.046280860900878906
,,,punch,-0.656222,-0.796721,-0.66859204,,,,,7,gyroscope,combat,0.04629969596862793
,,,punch,,,,0.044633806,0.43750837,-0.4579713,0.77256495,7,rotation_vector,combat,0.0480806827545166
0.4739704,0.17724991,0.90735996,punch,,,,,,,,7,linear_acceleration,combat,0.049407958984375
,,,punch,,,,0.048533704,0.4453622,-0.46007478,0.76656914,7,rotation_vector,combat,0.052095890045166016
,,,punch,-0.7841983,-0.9074403,-0.79320854,,,,,7,gyroscope,combat,0.053906917572021484
,,,punch,-0.5332854,-0.61101794,-0.5314528,,,,,7,gyroscope,combat,0.056485891342163086
,,,punch,-0.45265114,-0.42394048,-0.3866777,,,,,7,gyroscope,combat,0.05869102478027344
1.1971865,0.1645441,1.6427412,punch,,,,,,,,7,linear_acceleration,combat,0.0604400634765625
1.5051918,0.2339592,2.1607537,punch,,,,,,,,7,linear_acceleration,combat,0.061714887619018555
,,,punch,,,,0.05196497,0.4509224,-0.4619847,0.76193106,7,rotation_vector,combat,0.06279969215393066
,,,punch,-0.3555236,-0.28069258,-0.226631,,,,,7,gyroscope,combat,0.10012578964233398
,,,punch,,,,0.056296058,0.45640448,-0.46559125,0.75614184,7,rotation_vector,combat,0.10260772705078125
2.0827165,0.40617037,2.302095,punch,,,,,,,,7,linear_acceleration,combat,0.10454702377319336
,,,punch,,,,0.058844615,0.4553907,-0.46766484,0.755279,7,rotation_vector,combat,0.10636782646179199
2.5211253,0.52976847,2.3338861,punch,,,,,,,,7,linear_acceleration,combat,0.10726809501647949
,,,punch,-0.3173445,-0.049632803,-0.093767814,,,,,7,gyroscope,combat,0.10842275619506836
2.5137854,0.5724468,2.4679804,punch,,,,,,,,7,linear_acceleration,combat,0.12870383262634277
2.2501636,0.68702507,2.4913783,punch,,,,,,,,7,linear_acceleration,combat,0.13374686241149902
,,,punch,,,,0.06877653,0.4448136,-0.47075233,0.75881684,7,rotation_vector,combat,0.13608384132385254
,,,punch,,,,0.0632467,0.45129088,-0.4696145,0.7561737,7,rotation_vector,combat,0.1380147933959961
,,,punch,-0.29550606,0.68035114,-0.03848451,,,,,7,gyroscope,combat,0.13915681838989258
,,,punch,-0.33307427,0.31673363,-0.043829583,,,,,7,gyroscope,combat,0.1400609016418457
,,,punch,-1.0012082,1.3045027,-0.30741793,,,,,7,gyroscope,combat,0.19463491439819336
,,,punch,,,,0.09797587,0.418112,-0.48109406,0.7642851,7,rotation_vector,combat,0.19464492797851562
,,,punch,-0.45020768,1.0977248,-0.082924955,,,,,7,gyroscope,combat,0.19464898109436035
2.3710198,0.96025467,2.7745967,punch,,,,,,,,7,linear_acceleration,combat,0.197434663772583
,,,punch,,,,0.07582469,0.43677464,-0.47210902,0.76196563,7,rotation_vector,combat,0.20008397102355957
2.8940763,1.2413206,3.2121692,punch,,,,,,,,7,linear_acceleration,combat,0.20220279693603516
,,,punch,,,,0.085330844,0.42781645,-0.4755737,0.76388574,7,rotation_vector,combat,0.20437192916870117
,,,punch,-0.2591596,0.9381363,-0.04352415,,,,,7,gyroscope,combat,0.20660185813903809
,,,punch,-0.8527679,1.2380711,-0.17928895,,,,,7,gyroscope,combat,0.20834565162658691
,,,punch,,,,0.11109407,0.40891838,-0.48513952,0.7649076,7,rotation_vector,combat,0.21027779579162598
3.4127526,-0.33879614,1.9803815,punch,,,,,,,,7,linear_acceleration,combat,0.21229004859924316
3.3102417,0.9563947,2.8079152,punch,,,,,,,,7,linear_acceleration,combat,0.21431398391723633
,,,punch,,,,0.12280883,0.4006,-0.48453152,0.76789784,7,rotation_vector,combat,0.2641429901123047
,,,punch,,,,0.13248537,0.39350858,-0.47871673,0.773582,7,rotation_vector,combat,0.26414990425109863
2.3598623,-0.104967594,0.10098982,punch,,,,,,,,7,linear_acceleration,combat,0.26415467262268066
,,,punch,-0.68539083,1.3240504,-0.4213443,,,,,7,gyroscope,combat,0.2641589641571045
3.0295477,-1.0728612,1.1777472,punch,,,,,,,,7,linear_acceleration,combat,0.2663888931274414
,,,punch,-0.067500606,1.3313808,-0.5141958,,,,,7,gyroscope,combat,0.2702348232269287
,,,punch,,,,0.15369011,0.38141745,-0.4692603,0.7814697,7,rotation_vector,combat,0.2852168083190918
,,,punch,0.30207285,1.2835805,-0.58291817,,,,,7,gyroscope,combat,0.28623485565185547
,,,punch,0.0346666,1.1928672,-0.6385069,,,,,7,gyroscope,combat,0.28624892234802246
2.04391,1.4265561,0.031337976,punch,,,,,,,,7,linear_acceleration,combat,0.28937482833862305
2.2727504,2.4348006,0.2756567,punch,,,,,,,,7,linear_acceleration,combat,0.29097700119018555
,,,punch,,,,0.1423306,0.38725924,-0.47246176,0.7788147,7,rotation_vector,combat,0.2920517921447754
2.3722687,2.492629,1.0987432,punch,,,,,,,,7,linear_acceleration,combat,0.36624789237976074
,,,punch,0.18692477,1.111622,-0.39263365,,,,,7,gyroscope,combat,0.3662557601928711
