accel_x,accel_y,accel_z,gesture,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z,sample,sensor,stance,timestamp
,,,turn,0.013744468,-0.6533204,0.59956425,,,,,36,gyroscope,travel,8.392333984375e-05
,,,turn,,,,0.22338898,-0.6195337,-0.13077274,0.74106264,36,rotation_vector,travel,0.002263784408569336
-1.0743246,0.7638173,-0.5146767,turn,,,,,,,,36,linear_acceleration,travel,0.010647773742675781
-2.2214346,1.0740795,-0.97484946,turn,,,,,,,,36,linear_acceleration,travel,0.013922691345214844
,,,turn,0.1797471,-0.547488,0.74097955,,,,,36,gyroscope,travel,0.01612687110900879
,,,turn,,,,0.21832483,-0.61584586,-0.1272464,0.7462417,36,rotation_vector,travel,0.018222808837890625
,,,turn,-0.8575021,-0.9735665,0.35414913,,,,,36,gyroscope,travel,0.131666898727417
-2.22688,2.126213,-1.843864,turn,,,,,,,,36,linear_acceleration,travel,0.14183783531188965
,,,turn,-0.32406402,-0.8199339,0.46807548,,,,,36,gyroscope,travel,0.14963984489440918
,,,turn,,,,0.21257104,-0.61132765,-0.12655291,0.75171566,36,rotation_vector,travel,0.1496598720550537
,,,turn,,,,0.15720296,-0.6187109,-0.1329632,0.758159,36,rotation_vector,travel,0.14966583251953125
,,,turn,,,,0.18946765,-0.6054458,-0.1359702,0.760953,36,rotation_vector,travel,0.14967083930969238
,,,turn,-1.8871155,-0.9424124,0.00992656,,,,,36,gyroscope,travel,0.1496748924255371
,,,turn,,,,0.09685652,-0.63697284,-0.13382399,0.75297785,36,rotation_vector,travel,0.14967775344848633
-0.30243397,1.1258847,-1.0580602,turn,,,,,,,,36,linear_acceleration,travel,0.14968299865722656
,,,turn,,,,0.20468882,-0.60627717,-0.13039173,0.75731665,36,rotation_vector,travel,0.14968562126159668
-2.6713753,1.5987506,-1.5343002,turn,,,,,,,,36,linear_acceleration,travel,0.1520090103149414
-1.4532871,2.3014674,-1.7878623,turn,,,,,,,,36,linear_acceleration,travel,0.1543128490447998
,,,turn,-1.7072157,-0.9993755,0.051618114,,,,,36,gyroscope,travel,0.15641093254089355
-0.87894154,1.921875,-1.2858263,turn,,,,,,,,36,linear_acceleration,travel,0.15921282768249512
,,,turn,-1.391551,-1.0213667,0.20723604,,,,,36,gyroscope,travel,0.1621408462524414
,,,turn,,,,0.12276483,-0.631252,-0.1298405,0.7547127,36,rotation_vector,travel,0.16500186920166016
,,,turn,-1.8406897,-0.9801333,-0.01695151,,,,,36,gyroscope,travel,0.16823077201843262
-0.5482397,1.6267457,-0.8406956,turn,,,,,,,,36,linear_acceleration,travel,0.17116689682006836
-0.43450642,1.484462,-0.79976076,turn,,,,,,,,36,linear_acceleration,travel,0.17459368705749512
,,,turn,,,,0.07431627,-0.6431266,-0.13868806,0.7494204,36,rotation_vector,travel,0.17628979682922363
-0.37098885,1.2997072,-0.9694004,turn,,,,,,,,36,linear_acceleration,travel,0.17762374877929688
,,,turn,,,,0.05428055,-0.6488402,-0.1436948,0.74525964,36,rotation_vector,travel,0.17929673194885254
,,,turn,-1.8771889,-0.8727737,0.14294247,,,,,36,gyroscope,travel,0.18142485618591309
,,,turn,-1.8425223,-0.7826711,0.32528573,,,,,36,gyroscope,travel,0.1834578514099121
,,,turn,-1.8605428,-0.6078109,0.6908886,,,,,36,gyroscope,travel,0.2852969169616699
,,,turn,-2.0164661,-0.3924809,0.9650144,,,,,36,gyroscope,travel,0.28530383110046387
,,,turn,,,,0.017803343,0.6573874,0.17065682,-0.7337583,36,rotation_vector,travel,0.2853100299835205
,,,turn,,,,0.0016045287,-0.65627253,-0.1634102,0.7366145,36,rotation_vector,travel,0.28531384468078613
-0.3358631,0.778384,-2.0476484,turn,,,,,,,,36,linear_acceleration,travel,0.28531789779663086
,,,turn,-1.8289305,-0.689056,0.516792,,,,,36,gyroscope,travel,0.2853226661682129
,,,turn,,,,0.036444195,-0.6523827,-0.14990324,0.74202275,36,rotation_vector,travel,0.28847694396972656
-0.30160618,0.9277915,-1.1559795,turn,,,,,,,,36,linear_acceleration,travel,0.2900707721710205
,,,turn,,,,0.019557754,-0.654443,-0.15655829,0.73946697,36,rotation_vector,travel,0.2926490306854248
-0.30301094,0.7500758,-1.3798156,turn,,,,,,,,36,linear_acceleration,travel,0.295259952545166
-0.30092812,0.72536707,-1.7146893,turn,,,,,,,,36,linear_acceleration,travel,0.2972908020019531
,,,turn,-1.951409,-0.49418998,0.8355109,,,,,36,gyroscope,travel,0.29930973052978516
,,,turn,,,,0.03860977,0.6589265,0.17807199,-0.72980523,36,rotation_vector,travel,0.43381190299987793
-0.40930462,-0.26579547,-2.071009,turn,,,,,,,,36,linear_acceleration,travel,0.4338209629058838
