accel_x,accel_y,accel_z,gesture,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z,sample,sensor,stance,timestamp
,,,turn,,,,0.7427683,0.08619692,0.59370744,-0.29728255,5,rotation_vector,travel,0.002347707748413086
,,,turn,-0.38881573,-0.24831672,-0.66156703,,,,,5,gyroscope,travel,0.002366781234741211
,,,turn,,,,0.45978218,0.27963403,0.5660657,-0.62447953,5,rotation_vector,travel,0.0054779052734375
,,,turn,-0.29016098,0.2947425,0.9447031,,,,,5,gyroscope,travel,0.005487680435180664
,,,turn,-0.09101892,-0.27320948,-0.8594874,,,,,5,gyroscope,travel,0.006558895111083984
,,,turn,,,,0.47227076,0.29871166,0.5637821,-0.60817873,5,rotation_vector,travel,0.010684728622436523
,,,turn,-0.5494733,-0.25289822,-0.4286747,,,,,5,gyroscope,travel,0.013332843780517578
-0.18373871,1.8311348,-0.07495248,turn,,,,,,,,5,linear_acceleration,travel,0.016058683395385742
,,,turn,-0.64660084,-0.267559,-0.15683965,,,,,5,gyroscope,travel,0.018466711044311523
,,,turn,,,,0.48250026,0.30608895,0.5629504,-0.5971515,5,rotation_vector,travel,0.021428823471069336
-0.510129,1.7983396,-0.09201956,turn,,,,,,,,5,linear_acceleration,travel,0.024585962295532227
,,,turn,-0.63178736,-0.1957823,0.41065416,,,,,5,gyroscope,travel,0.048215627670288086
0.16706085,1.7505623,0.0637908,turn,,,,,,,,5,linear_acceleration,travel,0.0514676570892334
,,,turn,,,,0.4916042,0.2947858,0.5686498,-0.5899695,5,rotation_vector,travel,0.05147576332092285
,,,turn,-0.6791294,-0.24373524,0.118507855,,,,,5,gyroscope,travel,0.05364871025085449
,,,turn,-5.382181,-1.9914207,-1.2428054,,,,,5,gyroscope,travel,0.05365467071533203
,,,turn,,,,0.50466573,0.29086325,0.5711877,-0.5783214,5,rotation_vector,travel,0.057007789611816406
-0.3738942,-0.4042678,2.8668206,turn,,,,,,,,5,linear_acceleration,travel,0.05701398849487305
0.15066242,1.4288921,-0.010160327,turn,,,,,,,,5,linear_acceleration,travel,0.059961795806884766
,,,turn,13.991258,1.9882137,1.2435689,,,,,5,gyroscope,travel,0.0599668025970459
0.07452297,1.4808805,0.18953013,turn,,,,,,,,5,linear_acceleration,travel,0.0629568099975586
,,,turn,0.27122417,-0.52732944,-0.19318613,,,,,5,gyroscope,travel,0.06549882888793945
,,,turn,,,,0.5135737,0.2920818,0.57050693,-0.5704841,5,rotation_vector,travel,0.06550455093383789
,,,turn,-0.6603453,-0.26435193,1.0725267,,,,,5,gyroscope,travel,0.06840276718139648
,,,turn,-0.59421915,-0.21456642,0.744492,,,,,5,gyroscope,travel,0.0710306167602539
0.23146439,1.2441652,-0.14319062,turn,,,,,,,,5,linear_acceleration,travel,0.07448673248291016
,,,turn,-0.9586003,-0.34009922,1.6534595,,,,,5,gyroscope,travel,0.07697367668151855
,,,turn,,,,0.53822905,0.29552776,0.56841475,-0.54761076,5,rotation_vector,travel,0.07937479019165039
,,,turn,-0.7860308,-0.2864958,0.009468411,,,,,5,gyroscope,travel,0.08182668685913086
,,,turn,-0.8028296,-0.29642236,1.3720033,,,,,5,gyroscope,travel,0.0818328857421875
-0.021454811,0.9149432,-0.2987069,turn,,,,,,,,5,linear_acceleration,travel,0.08354783058166504
,,,turn,,,,0.5709112,0.29948762,0.5646489,-0.5153049,5,rotation_vector,travel,0.08517575263977051
-0.7840071,0.23986268,-0.79924476,turn,,,,,,,,5,linear_acceleration,travel,0.08675670623779297
,,,turn,-1.4101825,-0.5363397,2.1250474,,,,,5,gyroscope,travel,0.08964991569519043
-0.3933258,0.5822153,-0.47993565,turn,,,,,,,,5,linear_acceleration,travel,0.09346485137939453
,,,turn,,,,0.21000539,0.45946088,-0.15213302,0.8494992,5,rotation_vector,travel,0.10859084129333496
,,,turn,-2.1539109,-0.7457138,2.4313965,,,,,5,gyroscope,travel,0.11541175842285156
-1.1948843,-0.22653079,-1.2153172,turn,,,,,,,,5,linear_acceleration,travel,0.12327384948730469
,,,turn,,,,0.6117275,0.29780653,0.56085205,-0.4717477,5,rotation_vector,travel,0.12749576568603516
-1.3990784,-0.7293068,-1.602163,turn,,,,,,,,5,linear_acceleration,travel,0.14145159721374512
,,,turn,,,,0.59044874,0.29964435,0.56264865,-0.4949849,5,rotation_vector,travel,0.14146089553833008
,,,turn,-2.8113546,-0.8229882,2.5173757,,,,,5,gyroscope,travel,0.14452672004699707
,,,turn,,,,0.634993,0.2926965,0.5597529,-0.44473514,5,rotation_vector,travel,0.14690470695495605
,,,turn,,,,0.38932115,0.2760028,0.40908983,-0.7777512,5,rotation_vector,travel,0.14789867401123047
-1.4930067,-1.3312198,-1.8525358,turn,,,,,,,,5,linear_acceleration,travel,0.14790558815002441
,,,turn,,,,0.06680026,0.37590048,0.41595793,-0.82535785,5,rotation_vector,travel,0.14791083335876465
-1.7295914,-2.0265262,-1.9476277,turn,,,,,,,,5,linear_acceleration,travel,0.15087080001831055
,,,turn,,,,0.6581705,0.28576097,0.55890775,-0.41566145,5,rotation_vector,travel,0.15375375747680664
,,,turn,-2.5352435,-0.7994699,2.506533,,,,,5,gyroscope,travel,0.15660691261291504
,,,turn,-4.355011,-0.42287147,0.8575021,,,,,5,gyroscope,travel,0.159193754196167
,,,turn,,,,0.68211395,0.27525637,0.55853003,-0.38340408,5,rotation_vector,travel,0.15923261642456055
,,,turn,,,,0.7841285,0.06975819,0.6099117,-0.09101622,5,rotation_vector,travel,0.16296768188476562
-2.0647755,-2.635642,-2.13202,turn,,,,,,,,5,linear_acceleration,travel,0.16297578811645508
,,,turn,,,,0.70394385,0.26482916,0.5570408,-0.35218492,5,rotation_vector,travel,0.16604280471801758
-2.0931273,-3.079211,-2.2832382,turn,,,,,,,,5,linear_acceleration,travel,0.17017674446105957
,,,turn,-3.000723,-0.89995724,2.3947444,,,,,5,gyroscope,travel,0.17366576194763184
,,,turn,-2.8809931,-0.9088148,2.2695172,,,,,5,gyroscope,travel,0.17617464065551758
,,,turn,,,,0.724532,0.2534098,0.5545399,-0.3214381,5,rotation_vector,travel,0.19771862030029297
-1.8675051,-3.503119,-2.3314822,turn,,,,,,,,5,linear_acceleration,travel,0.19776678085327148
-1.5341921,-3.9634285,-2.3524334,turn,,,,,,,,5,linear_acceleration,travel,0.20145082473754883
,,,turn,-2.543643,-0.85047716,2.1024454,,,,,5,gyroscope,travel,0.20586180686950684
,,,turn,-2.015397,-0.74220127,1.9204077,,,,,5,gyroscope,travel,0.20973896980285645
,,,turn,-0.2677117,0.40011674,0.9092729,,,,,5,gyroscope,travel,0.21301889419555664
,,,turn,,,,0.7705742,0.2585953,0.5643622,-0.14435734,5,rotation_vector,travel,0.21546173095703125
,,,turn,,,,0.73100054,0.22360909,0.61314017,-0.19923946,5,rotation_vector,travel,0.2174227237701416
-0.13424683,1.0496902,-0.70270634,turn,,,,,,,,5,linear_acceleration,travel,0.21978282928466797
,,,turn,,,,0.75751966,0.11312562,0.61589026,-0.18451512,5,rotation_vector,travel,0.22226881980895996
-0.32818604,1.1897447,-0.8441807,turn,,,,,,,,5,linear_acceleration,travel,0.22515368461608887
,,,turn,-0.80771655,-0.46914452,-0.19410244,,,,,5,gyroscope,travel,0.22693681716918945
,,,turn,-0.5035057,-0.27290404,0.1685988,,,,,5,gyroscope,travel,0.23189282417297363
0.04237938,0.8838444,-0.7338126,turn,,,,,,,,5,linear_acceleration,travel,0.23501062393188477
,,,turn,0.019089539,-0.5954409,-0.1611157,,,,,5,gyroscope,travel,0.24275684356689453
0.2977352,0.79223925,-0.8300698,turn,,,,,,,,5,linear_acceleration,travel,0.24280500411987305
,,,turn,-0.61666846,-0.34101552,0.02687807,,,,,5,gyroscope,travel,0.24280977249145508
