timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z
264230800000000,0.09792805,0.10644841,0.103856385,0.0,0.0,0.0,1.0,0.0,0.0,0.0
264230820000000,-0.0033359528,-0.053943157,0.21135932,0.0,0.0,0.0,1.0,0.0,0.0,0.0
264230840000000,0.0,0.0,0.0,0.31047225,0.24724771,0.5120578,0.63118196,-0.46417904,0.57510716,0.23536988
264230860000000,-0.35233784,-0.028212547,0.5730935,-0.026267206,0.122020334,0.37934732,0.6300121,-0.4598726,0.5797136,0.23565681
264230880000000,-0.35943127,-0.20927596,0.7897855,-0.3089451,-0.0012217305,0.22311853,0.6282682,-0.45825177,0.5820323,0.2377454
264230900000000,-0.3583746,-0.5430536,0.91085464,-0.37323865,-0.08735373,0.118202426,0.6263185,-0.45910668,0.5820872,0.24108249
264230920000000,-0.3554058,-0.8400161,0.90389466,-0.2180789,-0.14492778,0.061391957,0.6248474,-0.46071202,0.58098966,0.24446112
264230940000000,-0.31104565,-1.0209684,0.75874233,-0.007330383,-0.15210545,0.04718934,0.62464136,-0.4613796,0.57972306,0.24672526
264230960000000,-0.2227335,-0.82958865,0.5496117,0.12965615,-0.13255776,0.03268129,0.62548804,-0.46068275,0.57896423,0.24766235
264230980000000,-0.21152496,-0.5560036,0.34817272,0.19990565,-0.12110403,0.005955936,0.62683964,-0.45926785,0.5786425,0.24762483
264231000000000,-0.20624161,-0.40829396,0.18400031,0.20998493,-0.13820826,-0.03390302,0.62846637,-0.45764065,0.5784354,0.246997
264231020000000,-0.18370152,-0.25053525,0.04906118,0.15454891,-0.17119499,-0.07452556,0.6303305,-0.4561621,0.57793164,0.24615993
264231040000000,0.020626068,-0.18266797,-0.014239371,0.066737026,-0.19639318,-0.11102476,0.63222516,-0.45521286,0.5768649,0.2455596
264231060000000,0.1726408,-0.046404123,-0.028680444,-0.035430185,-0.20906863,-0.15317446,0.6339226,-0.45499215,0.57524437,0.24539427
264231080000000,0.267354,0.0834322,-0.064312875,-0.13927728,-0.21090123,-0.18845193,0.63532317,-0.45562497,0.5731076,0.24559736
264231100000000,0.27262115,0.10895562,-0.07856703,-0.18524489,-0.20021108,-0.19318613,0.63632864,-0.45713624,0.5705303,0.24618612
264231120000000,0.22253323,0.059164524,-0.076057196,-0.16203201,-0.18661933,-0.16417004,0.63706404,-0.45898843,0.5678843,0.24695426
264231140000000,0.19808769,0.07062435,-0.12819451,-0.11362094,-0.16615535,-0.114689946,0.63776946,-0.4604988,0.5655454,0.24768828
264231160000000,0.0,0.0,0.0,-0.07880162,-0.1459968,-0.060322944,0.63846815,-0.46142384,0.5637074,0.24835554
264231180000000,0.15463543,0.1635077,-0.19350874,-0.07803804,-0.13133603,-0.015577064,0.63907105,-0.46185994,0.5623453,0.2490811
264231200000000,0.12526608,0.18008423,-0.21394968,-0.10919216,-0.11759156,0.016035212,0.63947755,-0.4620838,0.5612787,0.25002658
264231220000000,0.15393448,0.16898751,-0.21062356,-0.12889257,-0.09819659,0.031154128,0.63956904,-0.46239147,0.5603491,0.25130558
264231240000000,0.14492893,0.068434715,-0.08899385,-0.11285736,-0.07941248,0.03772093,0.6394221,-0.4628004,0.5595491,0.25270534
264231260000000,0.015618324,-0.06011772,0.04549557,-0.05971208,-0.09193522,0.045662176,0.6392313,-0.46312246,0.5589417,0.25393897
264231280000000,-0.033675194,-0.12540174,0.0061092973,-0.016646078,-0.11209377,0.044898596,0.63935804,-0.46299544,0.5584348,0.2549651
264231300000000,0.07392788,-0.08945036,-0.063456,-0.00076358154,-0.10293079,0.02443461,0.639824,-0.4625299,0.55788213,0.25584963
264231320000000,0.11918926,-0.08006239,-0.038024664,0.0036651916,-0.089491755,-0.004428773,0.64035004,-0.4621194,0.5573344,0.256468
