accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z,sensor,timestamp
0.0,0.0,0.0,0.042760566,0.048716504,0.011148291,1.0,0.0,0.0,0.0,gyroscope,7557722749423
0.0,0.0,0.0,0.04810564,0.04337143,-0.0012217305,1.0,0.0,0.0,0.0,gyroscope,7557742692681
0.0,0.0,0.0,0.0,0.0,0.0,0.3454957,-0.03478271,-0.30662432,0.88623047,rotation_vector,7557722749423
0.08883023,0.34759235,0.1474042,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,7557742692681
0.0,0.0,0.0,0.0,0.0,0.0,0.34563464,-0.035066735,-0.30583453,0.8864381,rotation_vector,7557742692681
0.0,0.0,0.0,0.03772093,0.00015271631,-0.008246681,1.0,0.0,0.0,0.0,gyroscope,7557762635943
0.0,0.0,0.0,0.03145956,-0.011148291,-0.03894266,1.0,0.0,0.0,0.0,gyroscope,7557782579202
0.0,0.0,0.0,0.0,0.0,0.0,0.34593236,-0.034779403,-0.3051256,0.8865775,rotation_vector,7557782579202
-0.0649271,0.090426445,0.27448082,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,7557782579202
0.026625752,0.29132462,0.16620255,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,7557762635943
0.0,0.0,0.0,0.0,0.0,0.0,0.34669495,-0.034604393,-0.30498183,0.8863359,rotation_vector,7557822435205
0.0,0.0,0.0,-0.0047342055,0.027488936,-0.014813482,1.0,0.0,0.0,0.0,gyroscope,7557822435205
0.0,0.0,0.0,0.0,0.0,0.0,0.3471396,-0.03455285,-0.30469814,0.88626134,rotation_vector,7557862291206
0.18501163,0.4365101,0.032829285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,7557822435205
0.0,0.0,0.0,0.0,0.0,0.0,0.34643328,-0.03443807,-0.30498445,0.8864438,rotation_vector,7557802522462
0.14628577,0.4115758,0.06441116,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,7557802522462
0.0,0.0,0.0,0.0033597588,0.00870483,-0.04062254,1.0,0.0,0.0,0.0,gyroscope,7557802522462
0.056108475,0.03372526,0.30153275,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,7557842347947
0.0,0.0,0.0,0.03191771,0.0041233404,-0.016035212,1.0,0.0,0.0,0.0,gyroscope,7557862291206
0.0,0.0,0.0,0.010842858,0.0071776668,-0.02107485,1.0,0.0,0.0,0.0,gyroscope,7557842347947
0.0,0.0,0.0,0.0,0.0,0.0,0.34689778,-0.034720697,-0.30488297,0.886286,rotation_vector,7557842347947
0.13390863,0.29228592,0.18610954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,7557862291206
0.14294124,0.047932148,0.08439684,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,7557882234466
0.0,0.0,0.0,0.0,0.0,0.0,0.34768394,-0.034835014,-0.3033589,0.8864964,rotation_vector,7557902177725
0.0,0.0,0.0,0.0,0.0,0.0,0.3473867,-0.035388116,-0.30263552,0.88683814,rotation_vector,7557922120987
-0.04254496,0.50039005,0.045726776,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,7557922120987
0.0,0.0,0.0,0.057726767,0.049938235,-0.023060163,1.0,0.0,0.0,0.0,gyroscope,7557882234466
0.0,0.0,0.0,0.0,0.0,0.0,0.347413,-0.03447654,-0.30420974,0.88632506,rotation_vector,7557882234466
0.15675199,0.47008705,-0.14527702,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,7557902177725
0.0,0.0,0.0,0.065515295,0.06582073,0.03283401,1.0,0.0,0.0,0.0,gyroscope,7557902177725
0.0,0.0,0.0,0.030390546,0.045814894,0.049785517,1.0,0.0,0.0,0.0,gyroscope,7557922120987
0.0,0.0,0.0,-0.005955936,0.0015271631,0.032375857,1.0,0.0,0.0,0.0,gyroscope,7557942125281
0.0,0.0,0.0,0.0,0.0,0.0,0.34704643,-0.03565159,-0.30246818,0.887018,rotation_vector,7557942125281
-0.039762378,0.2600751,0.17017698,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,7557942125281
0.0,0.0,0.0,-0.024281893,-0.011148291,0.012064588,1.0,0.0,0.0,0.0,gyroscope,7557962129577
0.0,0.0,0.0,0.0,0.0,0.0,0.34685704,-0.03566836,-0.30265194,0.8870287,rotation_vector,7557962129577
0.0,0.0,0.0,-0.040775254,-0.03680463,-0.0021380284,1.0,0.0,0.0,0.0,gyroscope,7557982072835
0.03693998,0.2481308,0.14322472,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,7557962129577
0.0,0.0,0.0,0.0,0.0,0.0,0.34672275,-0.035540145,-0.30300874,0.8869645,rotation_vector,7557982072835
0.0036057234,0.2986145,0.22866917,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,7557982072835
0.0,0.0,0.0,-0.00045814895,-0.00992656,0.0009162979,1.0,0.0,0.0,0.0,gyroscope,7558021974615
0.0,0.0,0.0,0.0,0.0,0.0,0.34663072,-0.035259068,-0.3035422,0.88682926,rotation_vector,7558002016096
0.16699016,0.13482046,0.08385134,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,7558021974615
0.0,0.0,0.0,0.0,0.0,0.0,0.34656954,-0.035015315,-0.30373198,0.88679785,rotation_vector,7558021974615
