accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z,sensor,timestamp
-10.805681,-10.918231,2.7336469,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,264167305317332
0.0,0.0,0.0,5.3015466,-0.63591075,-9.558361,1.0,0.0,0.0,0.0,gyroscope,264167335247550
0.0,0.0,0.0,6.215401,-0.6382015,-9.272629,1.0,0.0,0.0,0.0,gyroscope,264167355190855
-12.630647,-8.3442545,1.674264,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,264167325275897
0.0,0.0,0.0,0.0,0.0,0.0,0.86268866,-0.48448774,-0.13802068,0.04461363,rotation_vector,264167325275897
-14.64193,-4.3566933,-1.2501211,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,264167345219202
0.0,0.0,0.0,7.2633405,-1.1241448,-8.573341,1.0,0.0,0.0,0.0,gyroscope,264167375141793
0.0,0.0,0.0,8.102058,-5.7942095,-4.282318,1.0,0.0,0.0,0.0,gyroscope,264167434925934
0.0,0.0,0.0,0.0,0.0,0.0,0.90424496,-0.3468311,-0.23071899,-0.09390469,rotation_vector,264167365162510
-17.148108,-1.9620256,-4.622554,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,264167365162510
0.0,0.0,0.0,0.0,0.0,0.0,0.9131929,-0.2601638,-0.27570924,-0.14959215,rotation_vector,264167385121075
-19.280968,-0.37264013,-7.877087,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,264167385121075
0.0,0.0,0.0,0.0,0.0,0.0,0.9140692,-0.16341437,-0.32276058,-0.18330024,rotation_vector,264167405079641
0.0,0.0,0.0,9.544922,-3.6737435,-5.7453403,1.0,0.0,0.0,0.0,gyroscope,264167415028405
-14.800316,18.382395,-19.771824,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,264167424977170
0.0,0.0,0.0,0.0,0.0,0.0,0.9012028,-0.062493917,-0.3811905,-0.19652434,rotation_vector,264167424977170
-19.382998,6.2790837,-13.149173,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,264167405079641
0.0,0.0,0.0,4.5744643,-4.463745,-0.8361218,1.0,0.0,0.0,0.0,gyroscope,264167454876871
-7.1709957,28.971563,-18.266926,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,264167444874701
0.0,0.0,0.0,0.0,0.0,0.0,0.84444016,0.04728751,-0.5000807,-0.18602149,rotation_vector,264167464879042
0.0,0.0,0.0,0.0,0.0,0.0,0.86937726,0.015647238,-0.45198327,-0.19912167,rotation_vector,264167444874701
1.4796772,24.804777,-11.542439,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,264167464879042
0.0,0.0,0.0,0.38698313,2.679255,5.2140403,1.0,0.0,0.0,0.0,gyroscope,264167514798342
0.0,0.0,0.0,0.0,0.0,0.0,0.84481585,0.06042207,-0.50954473,-0.15165612,rotation_vector,264167484883384
-2.2026706,15.067097,-9.998765,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,264167504826689
0.0,0.0,0.0,2.6140451,1.8564194,3.317151,1.0,0.0,0.0,0.0,gyroscope,264167494855037
1.4525604,16.003263,-8.341795,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,264167484883384
0.0,0.0,0.0,0.0,0.0,0.0,0.85823596,0.06872114,-0.4970523,-0.1079235,rotation_vector,264167504826689
0.0,0.0,0.0,-2.262034,3.514766,6.785033,1.0,0.0,0.0,0.0,gyroscope,264167534741649
0.0,0.0,0.0,0.0,0.0,0.0,0.8758795,0.049350034,-0.4765991,-0.057035297,rotation_vector,264167524769997
-4.0347223,15.12262,-10.725836,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,264167524769997
0.0,0.0,0.0,0.0,0.0,0.0,0.8947617,-0.0031543022,-0.44648468,-0.0065597333,rotation_vector,264167544713302
-5.714504,14.806631,-11.483546,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,264167544713302
0.0,0.0,0.0,-4.4006734,4.885853,8.1381,1.0,0.0,0.0,0.0,gyroscope,264167554684954
-10.107627,16.610638,-12.91523,0.0,0.0,0.0,1.0,0.0,0.0,0.0,linear_acceleration,264167564656610
0.0,0.0,0.0,-12.848176,3.1467197,11.131339,1.0,0.0,0.0,0.0,gyroscope,264167594594458
0.0,0.0,0.0,0.0,0.0,0.0,0.91770744,-0.19153985,-0.3329034,0.101493485,rotation_vector,264167584615175
