accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z,timestamp
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,245298198751476
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,245298617673419
0.0,0.0,0.0,0.0,0.0,0.0,0.64178234,-0.05965065,0.7033476,-0.29976562,245298837094552
0.0,0.0,0.0,-2.078927,-0.19883664,0.3830125,0.6429117,-0.07071536,0.7086535,-0.2819116,245298857053025
0.0,0.0,0.0,-1.9312505,0.043982297,0.742354,0.6431372,-0.0775296,0.71495897,-0.26305392,245298877003869
1.2276611,2.9575763,-0.5568263,0.0,0.0,0.0,0.64260435,-0.07746201,0.7215718,-0.24575084,245298896947082
0.18456936,2.311026,-0.7229999,-0.8588765,0.5364924,1.5096008,0.6416273,-0.07007714,0.72830755,-0.23015599,245298916890297
-0.9142666,1.9238985,-0.88504386,-0.4166101,0.6592763,1.8849775,0.64077514,-0.05542775,0.7354652,-0.21313372,245298936833510
-1.719038,1.6408745,-0.7254373,-0.1600467,0.6394232,2.2110267,0.6405628,-0.038399473,0.74091256,-0.19812503,245298956776726
-2.1288328,1.2359371,-0.21083117,-0.10629055,0.6038403,2.4550674,0.6408222,-0.019456988,0.74561954,-0.18171397,245298976719939
-2.5728865,0.5813303,0.5019536,-0.18570304,0.62018096,2.6468792,0.64080477,0.00033364448,0.7501172,-0.16338128,245298996670784
-3.2022781,-0.052734733,0.473935,-0.38331795,0.6415612,2.8292224,0.6403709,0.020190364,0.75451726,-0.14220102,245299016629258
-3.8122253,-0.5032555,-0.302436,-0.8573494,0.5728389,2.9843822,0.6401945,0.03803601,0.75839245,-0.11638417,245299036580102
-4.464346,-1.2047403,-0.9584544,-1.6888897,0.50488013,3.1323643,0.64033335,0.051315874,0.7618689,-0.08303962,245299056523315
-4.9622087,-2.6865983,-0.7596663,-2.6053402,0.39813143,3.2951598,0.6408292,0.05961215,0.76424223,-0.041449316,245299076466530
-4.5486298,-4.607273,0.015447617,-3.2068899,0.100334615,3.4692564,0.64283454,0.065132834,0.76320976,0.005689511,245299096409743
-3.3730469,-6.109902,0.38361108,-3.440393,-0.16691893,3.5256088,0.645659,0.06967012,0.7584895,0.054444585,245299116368218
-3.2707977,-7.372718,0.28021395,-3.4658966,-0.070249505,3.359148,0.64624393,0.07250118,0.7527894,0.102080904,245299136341949
-4.982621,-8.535465,0.42999095,-3.2890513,0.20631973,3.068987,0.64316463,0.073654264,0.7480269,0.14618468,245299156269906
-5.2431154,-9.385342,0.6034027,-2.846174,-0.07880162,2.935513,0.64098597,0.07704778,0.740825,0.18541563,245299176152085
-2.9302902,-10.051887,0.28778148,-2.3742805,-0.39446622,2.8125763,0.64063334,0.08382035,0.7310012,0.21954548,245299196072411
-1.4083614,-10.773281,0.5301302,-1.9011654,-0.09682214,2.325564,0.63805956,0.090191,0.7240147,0.24606572,245299216030884
-1.7911577,-11.210295,1.5262252,-1.1716396,0.33750305,1.6849191,0.6324384,0.09370141,0.72198737,0.26452968,245299236004615
-2.2895079,-10.933839,2.282309,-0.32330042,0.45631635,1.2550226,0.62674147,0.10209494,0.72320926,0.27155116,245299255993604
-1.265583,-10.439388,2.2518384,0.22174409,0.27351493,0.97127575,0.62217146,0.10994183,0.7246246,0.27519932,245299275959708
0.52958584,-9.864944,2.2579806,0.40301836,0.19272798,0.61361414,0.63010526,0.09489145,0.72432,0.26329353,245299295902921
1.2604094,-10.043352,3.003953,0.5529858,0.28145617,0.20372356,0.62910485,0.09562358,0.7267969,0.25855255,245299315846137
1.2681007,-9.217708,3.1791234,0.852157,0.37980548,-0.15821409,0.64630514,0.062026944,0.72384596,0.23342925,245299335789350
0.5621605,-7.9790306,2.7856565,1.0772609,0.3378085,-0.41340306,0.65801156,0.03787294,0.7225782,0.20848718,245299355740196
0.1409502,-7.2896967,2.4206128,0.95203346,0.09483683,-0.56153786,0.66160524,0.03222636,0.72367847,0.19372511,245299375698669
0.36282444,-6.9016423,2.1658263,0.56123245,-0.17394388,-0.68462723,0.6695759,0.018267259,0.7208272,0.17816435,245299395649512
0.4303646,-6.8905153,2.150274,0.21242839,-0.30818152,-0.86666507,0.6755465,0.008318288,0.7178568,0.168075,245299415592725
0.06529331,-6.8827295,2.105659,0.15760323,-0.34895676,-1.0957395,0.68005025,0.0016739316,0.7156411,0.15933216,245299435535941
-0.6269808,-6.674468,1.9450151,0.37201694,-0.34422258,-1.3736832,0.68472713,-0.005356027,0.71378344,0.14708322,245299455479154
-1.5110111,-6.2650185,1.7399666,0.67363167,-0.31658092,-1.6586518,0.6894713,-0.012125303,0.71237314,0.13041034,245299475430000
-2.433652,-5.7657895,1.4572238,0.9776898,-0.29138273,-1.9104811,0.6940321,-0.01877698,0.711252,0.10994351,245299495388473
-2.9978113,-5.248239,1.1405152,1.3225232,-0.3315471,-2.1287127,0.6989498,-0.023635697,0.7097328,0.08479301,245299515339316
-2.94835,-4.5842066,0.7630414,1.7444785,-0.3924809,-2.3315198,0.703887,-0.027691502,0.70756555,0.05592307,245299535282529
-2.8435974,-3.8596056,0.4211701,2.20278,-0.3933972,-2.581211,0.70842505,-0.029682038,0.70483273,0.021537164,245299555225745
-3.3948116,-3.0745246,-0.12260838,2.6471846,-0.28496864,-2.846632,0.7112706,-0.030908477,0.7020203,-0.017502867,245299575168958
-4.78337,-2.2501698,-0.98552907,3.0341678,-0.17073683,-3.0508137,0.71210074,-0.030024817,0.69875157,-0.061296828,245299595119803
-6.2480316,-1.2323,-1.8990532,3.2765284,-0.24449882,-3.1002939,0.7120275,-0.02838818,0.69347626,-0.10630951,245299615078276
