accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,rot_w,rot_x,rot_y,rot_z,timestamp
-0.108950615,0.39225507,-0.26715124,0.0,0.0,0.0,1.0,0.0,0.0,0.0,244753180383917
0.0,0.0,0.0,0.5390886,0.1611157,0.21212296,1.0,0.0,0.0,0.0,244753200388225
-0.060681343,0.26089025,-0.17140466,0.5279403,0.14187345,0.24373524,1.0,0.0,0.0,0.0,244753220369645
0.0,0.0,0.0,0.0,0.0,0.0,0.6310744,-0.5077402,0.44728595,0.3793155,244753240328177
0.0,0.0,0.0,0.0,0.0,0.0,0.63179916,-0.5044498,0.4507359,0.37841427,244753260279078
0.0,0.0,0.0,0.0,0.0,0.0,0.63229537,-0.5017127,0.45360112,0.37780035,244753280222350
0.010479927,0.085442066,-0.0869174,0.2443461,0.0627664,0.1928807,1.0,0.0,0.0,0.0,244753300165624
0.038417816,0.03614521,-0.0866766,0.16982053,0.0346666,0.17379116,0.63227725,-0.4981603,0.45723838,0.37814653,244753320108896
0.04971695,0.031841755,-0.10758042,0.09162979,0.01740966,0.14874569,0.63185304,-0.49728364,0.4581009,0.37896493,244753340052170
-0.012757301,-0.014224052,-0.04760754,0.003970624,0.00290161,0.11881329,1.0,0.0,0.0,0.0,244753359995442
-0.05154133,-0.0878818,0.02965188,-0.05497787,-0.019700404,0.10445796,0.6306409,-0.49681008,0.458627,0.38096327,244753379946345
0.019525528,-0.06502724,-0.0064413548,0.0,0.0,0.0,1.0,0.0,0.0,0.0,244753399904877
0.13649559,-0.06833911,-0.056256652,0.0,0.0,0.0,0.6292206,-0.4973076,0.45766395,0.3838102,244753419855778
0.14580917,-0.09732413,-0.071415424,-0.21197024,-0.061239243,0.027183503,0.6283276,-0.4983296,0.45655853,0.38526148,244753439799050
0.0,0.0,0.0,-0.23167065,-0.061850104,-0.0010690142,0.62737274,-0.49968833,0.45514184,0.38673124,244753459749954
0.18831062,-0.16806746,0.02334541,0.0,0.0,0.0,0.62669855,-0.50077844,0.4539116,0.38785845,244753479708486
0.17111015,-0.14879751,0.046238482,0.0,0.0,0.0,0.6260662,-0.5017569,0.45285922,0.38884413,244753499659387
0.1693449,-0.14301085,0.047943413,-0.107359566,-0.02855795,-0.004276057,0.62568504,-0.5023241,0.45226106,0.38942105,244753519602659
0.17547989,-0.095683336,0.03369236,-0.072540246,-0.029932396,0.010231993,0.6253435,-0.5026962,0.45175013,0.39008173,244753539523045
